,product_name,product_brand,expire_date,product_code
261,(eop) angus premium ribeye mbs3,palace butcher resources sdn. bhd.,15.10.2020,
262,(eop) angus ribeye,palace butcher resources sdn. bhd.,15.10.2020,
263,(eop) angus striploin,palace butcher resources sdn. bhd.,15.10.2020,
264,(eop) grain fed ribeye,palace butcher resources sdn. bhd.,15.10.2020,
265,(eop) grain fed striploin,palace butcher resources sdn. bhd.,15.10.2020,
266,(eop) grass fed ribeye,palace butcher resources sdn. bhd.,15.10.2020,
267,(eop) sp grass fed striploin,palace butcher resources sdn. bhd.,15.10.2020,
268,(eop) super premium grain fed ribeye,palace butcher resources sdn. bhd.,15.10.2020,
269,(eop) super premium grain fed striploin,palace butcher resources sdn. bhd.,15.10.2020,
270,(eop) wagyu ribeye mbs 4-5,palace butcher resources sdn. bhd.,15.10.2020,
271,(eop) wagyu ribeye mbs 6-7,palace butcher resources sdn. bhd.,15.10.2020,
272,(eop) wagyu ribeye mbs 8-9,palace butcher resources sdn. bhd.,15.10.2020,
273,(eop) wagyu striploin mbs 4-5,palace butcher resources sdn. bhd.,15.10.2020,
274,(eop) wagyu striploin mbs 6-7,palace butcher resources sdn. bhd.,15.10.2020,
275,(eop) wagyu striploin mbs 8-9,palace butcher resources sdn. bhd.,15.10.2020,
276,(wet aged) grain fed striploin,palace butcher resources sdn. bhd.,15.10.2020,
277,(wet aging) angus ribeye,palace butcher resources sdn. bhd.,15.10.2020,
278,(wet aging) angus striploin,palace butcher resources sdn. bhd.,15.10.2020,
279,(wet aging) angus t-bone,palace butcher resources sdn. bhd.,15.10.2020,
280,(wet aging) grain fed ribeye,palace butcher resources sdn. bhd.,15.10.2020,
281,(wet aging) grain fed striploin,palace butcher resources sdn. bhd.,15.10.2020,
118,1% chocolate milk 2l,reid's dairy,,60485 00503
8230,1% low fat milk,parmalat,,
7953,1% milk,borden,,
7978,1% milk,heb,,
10099,1% milk,clover,,
8007,1% milk,heb,,
10011,1% milk,sunnyside farms,,
8827,1% milk,t.g. lee dairy farm,,
9583,1% milk,kirkland,,
7877,1% milk,borden,,
7528,1% milk,lehigh valley,,
8208,1% milk,stop & shop,,
8276,1% milk,shoprite,,
9268,1% milk,market pantry,,
8732,1% milk,borden,,
7694,1% milk,wild harvest,,
7604,1% milk,giant,,
8747,1% milk,winn-dixie,,
7676,1% milk,fred meyer,,
8144,1% milk,tuscan,,
8630,1% milk,organic valley,,
7770,1% milk,darigold,,
7865,1% milk,lucerne,,
10128,1% milk,sunnyside farms,,
9990,1% milk fat buttermilk,clover,,
8076,1% milk fat cottage cheese,friendship,,
124,1% partly skimmed milk,reid's dairy,,60485 01102
8525,1% reduced fat milk,schnucks,,
7281,1. extra assorted fruits 2. extra berries 3. extra tropical fruits 4. extra wintergreen,tums,,
9965,1/3 less fat cream cheese,raley's,,
9336,1/3 less fat cream cheese,meijer,,
8517,1/3 less fat neufchatel,schnucks,,
9825,1/3 less fat neufchatel cheese,lucerne,,
8756,1/3 less fat neufchatel cheese,winn-dixie,,
120,10% cream 1l,reid's dairy,,60485 00715
7283,10.ultra assorted berries 11.ulta tropical fruits 12. ultra peppermint,tums,,
7250,100 pure petroleum jelly,vaseline,,
7992,100% apple it?s juice,heb,,
9170,100% apple juice,great value,,
9698,100% apple juice,tree top,,
9380,100% apple juice,meijer,,
8665,100% apple juice,essential everyday,,
7831,100% apple juice,safeway kitchens,,
8976,100% apple juice,shurfine,,
9518,100% apple juice,essential everyday,,
8358,100% apple juice,nature's own,,
9588,100% columbia coffee,kirkland,,
8380,100% concord grape juice,farmer's,,
9740,100% corn starch,safeway kitchens,,
9083,100% cranberry juice from concentrate,365,,
9247,100% egg whites,simply balanced,,
9271,100% florida orange juice,market pantry,,
8974,100% grape juice,shurfine,,
9168,100% grape juice,great value,,
8110,100% grape juice,america's choice,,
8357,100% grape juice,nature's own,,
9590,100% grape juice,kirkland,,
9731,100% grape juice,safeway kitchens,,
7829,100% grape juice,safeway kitchens,,
7827,100% grapefruit juice,safeway kitchens,,
9729,100% grapefruit juice,safeway kitchens,,
9929,100% grapefruit juice,raley's fine food,,
9732,100% juice apple cider,safeway kitchens,,
7830,100% juice apple cider,safeway kitchens,,
9280,100% juice apple juice,market pantry,,
9082,100% juice black cherry,365,,
9080,100% juice concorde grape from concentrate,365,,
8809,100% juice grape,winn-dixie,,
8530,100% juice grape,schnucks,,
8808,100% juice grapefruit juice,winn-dixie,,
8807,100% juice prune,winn-dixie,,
9081,100% juice tart cherry,365,,
8806,100% juice tomato,winn-dixie,,
8531,100% juice white grape,schnucks,,
8359,100% lemon juice,natural lemon,,
8171,100% lemon juice,stop & shop,,
7533,100% lemon juice,giant,,
8975,100% lemon juice,shurfine,,
9442,100% lemon juice,roundy's,,
8017,100% liquid egg whites,abbotsford farm,,
7536,100% maple syrup,giant,,
9879,100% natural peanut butter creamy,adams,,
9880,100% natural peanut butter crunchy,adams,,
8113,100% natural style apple juice,america's choice,,
7488,100% natural tomato ketchup,hunts,27000381847,
9272,100% orange juice,market pantry,,
9931,100% pineapple juice,raley's fine food,,
9549,100% pole & troll caught wild albacore tuna,wild planet,,
7535,100% prune juice,giant,,
9927,100% prune juice,raley's fine food,,
8173,100% prune juice,stop & shop,,
8845,100% pure apple cider,publix,,
8986,100% pure honey,shurfine,,
9806,100% pure maple syrup,o organic,,
9623,100% pure maple syrup,specially selected,,
10120,100% pure orange juice,sunnyside farms,,
7848,100% pure orange juice,safeway kitchens,,
112,100% pure organic maple syrup 1l,kirkland signature,,96619 67913
282,100% pure sesame oil / 100% minyak bijan tulen,sri nona food industries sdn. bhd.,31.05.2020,
8061,100% stone ground whole wheat bread,nature's harvest,,
9443,100% tomato juice,roundy's,,
7102,100% tomato juice,sacramento,72940760023,
8980,100% tomato juice,shurfine,,
8533,100% unsweetened white grape juice,schnucks,,
9928,100% vegetable juice,raley's fine food,,
9169,100% white grape juice,great value,,
7828,100% white grape juice,safeway kitchens,,
9730,100% white grape juice,safeway kitchens,,
9088,100% white grape juice,365,,
8057,100% whole grain bread,nature's own,,
8950,100% whole wheat bagel,thomas,,
7968,100% whole wheat bread,nature's own,,
7973,100% whole wheat bread,mrs. baird,,
7852,100% whole wheat bread,pantry essential,,
8458,100% whole wheat bread,key food,,
9484,100% whole wheat bread,jewel,,
8993,100% whole wheat bread,sara lee,,
8056,100% whole wheat bread,nature's own,,
8589,100% whole wheat bread,schnucks,,
8763,100% whole wheat bread,winn-dixie,,
9030,100% whole wheat bread,butternut,,
9782,100% whole wheat bread,pantry essential,,
8729,100% whole wheat bread,country hearth,,
7595,100% whole wheat bread,giant,,
8191,100% whole wheat bread,stop & shop,,
10070,100% whole wheat bread,raley's,,
9394,100% whole wheat bread,koepplinger's,,
9062,100% whole wheat bread,bimbo,,
8637,100% whole wheat bread,natural harvest,,
9958,100% whole wheat sandwich bread,raley's fine food,,
9783,100% whole wheat wheat bread,pantry essential,,
7853,100% whole wheat wheat bread,pantry essential,,
7889,100% whole wheat white bread,kroger,,
8042,100% whole white bread,stroemann,,
7685,100% whole white wheat bread,country oven,,
8580,12 brown n serve rolls,schnucks,,
8990,12 grain 100% whole grain bread,sara lee,,
7687,12 grain bread,country oven,,
9657,12 grain bread,love n fresh,,
9213,12 grain mini crackers,trader joe's,,
9027,12 sliced buns,butternut,,
8291,2 cheese pizza cheese,shoprite,,
119,2% buttermilk,reid's dairy,,60485 00604
9234,2% low fat greek yogurt plain,trader joe's,,
7695,2% milk,wild harvest,,
7866,2% milk,lucerne,,
10129,2% milk,sunnyside farms,,
7677,2% milk,fred meyer,,
8748,2% milk,winn-dixie,,
8209,2% milk,stop & shop,,
7605,2% milk,giant,,
8145,2% milk,tuscan,,
8733,2% milk,borden,,
7529,2% milk,lehigh valley,,
8277,2% milk,shoprite,,
8631,2% milk,organic valley,,
9269,2% milk,market pantry,,
10100,2% milk,clover,,
8828,2% milk,t.g. lee dairy farm,,
7878,2% milk,borden,,
7771,2% milk,darigold,,
10012,2% milk,sunnyside farms,,
8008,2% milk,heb,,
7954,2% milk,borden,,
7979,2% milk,heb,,
123,2% partly skimmed milk 1l,reid's dairy,,60485 00304
8526,2% reduced fat milk,schnucks,,
8228,2% reduced fat milk,parmalat,,
8447,"2%, 1%, non fat milk",america's choice,,
7392,24 hours protection and all other products,right guard,,
7346,3 d white multicare whitening rins alcohol free mouthwash,crest,,
283,3 in 1 premix white coffee (durian flavour),armada impresif resources sdn. bhd.,31.05.2019,
284,3 in 1 premix white coffee (hazelnut flavour),armada impresif resources sdn. bhd.,31.05.2019,
285,3 in 1 premix white coffee (original flavour),armada impresif resources sdn. bhd.,31.05.2019,
286,3 in 1 roasted premix coffee (cofibar),cofibar sdn bhd,31.07.2019,
287,3 in 1 white coffee,coffee town sdn bhd,30.09.2019,
122,3.25% homogenized milk,reid's dairy,,60485 00202
288,35g dokebi,angel candies sdn bhd,31.10.2019,
289,35g love sweet couple,angel candies sdn bhd,31.10.2019,
290,35g mix theme,angel candies sdn bhd,31.10.2019,
7377,365 bar soap unscented,365 bar soap whole food market,,
7390,3x laundry detergent fragrance free,babyganic,,
291,4 in 1 durian white coffee (cofibar),cofibar sdn bhd,31.07.2019,
5380,4'' johny rocket burger,dawn bread,,
5381,4''seeded bun (b.k),dawn bread,,
5382,5''seeded bun (b.k),dawn bread,,
7282,5. extra cherries 6. extra sugar free orange 7. regular assortment fruits 8. regular peppermint,tums,,
8497,52% vegetable oil spread,value time,,
292,5b dokebi,angel candies sdn bhd,31.10.2019,
293,5b emoji,angel candies sdn bhd,31.10.2019,
294,5b exo 1,angel candies sdn bhd,31.10.2019,
295,5b exo 2,angel candies sdn bhd,31.10.2019,
296,5b klia2,angel candies sdn bhd,31.10.2019,
297,5b krunkie,angel candies sdn bhd,31.10.2019,
298,5b malaysia lifestyle,angel candies sdn bhd,31.10.2019,
299,5b melaka,angel candies sdn bhd,31.10.2019,
300,5b penang,angel candies sdn bhd,31.10.2019,
301,5b sabah,angel candies sdn bhd,31.10.2019,
9056,8 chicago hot dog rolls,brownberry,,
8499,8 enriched hamburger buns,value time,,
8500,8 enriched hot dog buns,value time,,
8385,8 hamburger buns,arnold,,
9059,8 hamburger buns,bimbo,,
8582,8 hamburger buns,schnucks,,
8840,8 hamburger buns,wonder,,
8581,8 hot dog buns,schnucks,,
8386,8 hot dog buns,arnold,,
9058,8 hot dog buns,bimbo,,
8841,8 hot dog buns,wonder,,
9052,8 hot dog rolls,brownberry,,
9055,8 wheat rolls,brownberry,,
302,8086 ntl gold whey vanilla flavour,uno nutrition sdn bhd,31.12.2020,
8236,9 grain bread,nature's promise,,
7966,9 grain enriched bread,nature's own,,
4880,[good coffee] coffee mix,yf forever sdn. bhd.,31.07.2019,
4881,[good coffee] coffee mix with tongkat ali,yf forever sdn. bhd.,31.07.2019,
6004,aaloo bhujia,shan foods (pvt) ltd,,
5520,aaloo bhujia,freshmate co.,,
5422,aaloo pratha,dawn frozen foods,,
5423,aaloo samosa,dawn frozen foods,,
5424,aaloo samosa (economy),dawn frozen foods,,
5425,aaloo samosa (family),dawn frozen foods,,
303,abok-abok,rahmat venture sdn bhd,15.07.2019,
304,acar limau,ainons cakes & pastries,15.02.2020,
305,acar rampai(warehouse/function),tarbush catering & food industry sdn. bhd.,,
306,acar sauce,sauce empire manufacturing sdn bhd,15.02.2020,
307,acar/jelatah(warehouse/function),tarbush catering & food industry sdn. bhd.,,
308,acetic acid,kong long huat chemicals sdn bhd,31.01.2020,
7061,"ach magnac duck essence 40ml/bottle, 65 ml/bottle; 6 bottles/box, 65ml*10 bags, 65ml*20 bags",yunlin yuanchang poultry product coop.,,
6005,achar gosht,shan foods (pvt) ltd,,
5521,achar gosht curry paste,freshmate co.,,
5243,achar gosht masala,convenience food industries (private) limited,,
5325,achar gosht paste,convenience food industries (private) limited,,
6006,achar masala,shan foods (pvt) ltd,,
9560,active dry yeast,red star,,
309,addas soup-warehouse,tarbush catering & food industry sdn. bhd.,,
310,adeka cooking oil fry top,focal marketing sdn. bhd.,31.10.2019,
7286,adult and children,alvert,,
7348,advanced therapy hand cream,lubriderm,,
7289,advil adult allergy & sinus tablets,advil,,
7288,advil adult allergy congestion tablets,advil,,
7277,"advil children suspension bubble gum, white grape, blue raspberry, fruits and grape for fever, aches",advil,,
7247,advil fast acting ibuprofen tablets 200 mg film coated,advil,,
7246,advil ibuprofin tablets 200mg pain reliever/fever reducer,advil,,
7299,advil infant drops white grape flavor,advil,,
7249,adwe kosher feverx pain reliever extra strength (compare to tylenol) 100 tablets,adwe kosher,,
5522,afghani tikka bbq marinade,freshmate co.,,
6209,afza 9623,synarome manufacturing company (pvt) ltd,,
6210,afza bloom,synarome manufacturing company (pvt) ltd,,
4938,afza bm,bell more aromatics,,
6211,afza exl,synarome manufacturing company (pvt) ltd,,
4939,afza no.1,bell more aromatics,,
6212,afza spl no.1,synarome manufacturing company (pvt) ltd,,
4940,afza tp-6107,bell more aromatics,,
6213,afza xl 3710,synarome manufacturing company (pvt) ltd,,
6214,afza xl 3722,synarome manufacturing company (pvt) ltd,,
311,agar agar powder,360horizonz sdn. bhd.,31.10.2019,
313,agar agar powder original,sri nona food industries sdn. bhd.,15.04.2021,
312,agar agar powder original,sri nona food industries sdn. bhd.,,
315,agar agar powder- red,sri nona food industries sdn. bhd.,15.04.2021,
314,agar agar powder- red,sri nona food industries sdn. bhd.,,
316,agar stripes (agar-agar),360horizonz sdn. bhd.,31.05.2019,
318,agar-agar powder- green,sri nona food industries sdn. bhd.,15.04.2021,
317,agar-agar powder- green,sri nona food industries sdn. bhd.,,
319,air minuman,konsortium abass sdn bhd,15.09.2019,
320,air minuman berbungkus (ionized alkaline),world prominence sdn. bhd.,30.06.2020,
321,air minuman berbungkus (reverse osmosis ),world prominence sdn. bhd.,30.06.2020,
6215,ajwain flavour,synarome manufacturing company (pvt) ltd,,
6216,ajwain star brand,synarome manufacturing company (pvt) ltd,,
322,akok,rahmat venture sdn bhd,15.07.2019,
6832,al ahlee mayonnasie,young's private limited,,
6833,al ahlee mayonnasie,young's private limited,,
6834,al ahlee mayonnasie,young's private limited,,
4882,al baraka miswak,al-khair creative quality ware,,
7391,"alcohol-free foaming hand sanitizer refill, fragrance free",babyganic,,
7244,aleve tablet or caplets,aleve,,
323,alfalfa (50g/pkt),vege ready sdn bhd,15.08.2019,
324,alicier,profound pastry sdn. bhd.,30.04.2021,
139,all beef salami-salami tout boeuf,crescent,,78086 00021
7365,all body washes,white rain,,
9705,all butter pound cake,sara lee,,
7778,all butter pound cake,sara lee,,
7360,all colors,revlon,,
7301,all cosmetic products,cosmetic,,
7307,all cosmetic products,juice beauty,,
7248,all junior chewable tablets,advil,,
9241,all natural fresh mozzarella cheese log,trader joe's,,
9905,all natural original potato chips,raley's fine food,,
9161,all natural sour cream,great value,,
8204,all natural sour cream,stop & shop,,
7613,all natural sour cream,giant,,
8077,all natural sour cream,friendship,,
8752,all natural sour cream,winn-dixie,,
8136,all natural sour cream,america's choice,,
8084,all natural sour cream,breakstone,,
8092,all natural sour cream,axelrod,,
7291,all natural sunscreen lotion,badger,,
9871,all pasta,de cecco,,
9458,all purpose crackers,roundy's,,
325,all purpose seasoning bbq original,malay spices enterprise sdn bhd,,
326,all purpose seasoning black pepper,malay spices enterprise sdn bhd,,
9689,all vegetable oil,carlini,,
7327,all white rain shampoos and conditioners,white rain,,
327,almond all over (ring doughnuts),berjaya krispy kreme doughnuts sdn bhd,31.08.2019,
6217,almond bl 8020,synarome manufacturing company (pvt) ltd,,
9596,almond butter,kirkland,,
7454,almond butter crunchy,jif,5150024129,
328,almond cookies,dmg food industries sdn bhd,15.05.2019,
329,almond cookies,ann-lee industries (m) sdn bhd,30.09.2019,
330,almond cookies,360horizonz sdn. bhd.,31.10.2019,
331,almond croissant,yeast atelier sdn bhd,31.07.2019,
332,almond crumble,yeast atelier sdn bhd,31.07.2019,
6218,almond ep-0020,synarome manufacturing company (pvt) ltd,,
6219,almond exl,synarome manufacturing company (pvt) ltd,,
333,almond flakes brittle,yeast atelier sdn bhd,31.07.2019,
4941,almond flavour,bell more aromatics,,
334,almond flavour,360horizonz sdn. bhd.,31.10.2019,
7707,almond milk,organic valley,,
8746,almond milk original,winn-dixie,,
9107,almond milk original,365,,
4942,almond no.1,bell more aromatics,,
4883,almond oil,al-khair creative quality ware,,
4943,almond oil bm,bell more aromatics,,
6220,almond oil sm,synarome manufacturing company (pvt) ltd,,
335,almond pain au chocolat(almond chocolate croissant),yeast atelier sdn bhd,31.07.2019,
10089,almond peanut butter,full circle,,
336,almond roll,new wing cheong foods industries sdn bhd,30.09.2019,
6221,almond spl no.1,synarome manufacturing company (pvt) ltd,,
4944,almond sweet,bell more aromatics,,
8837,almond windmill milk cookies,clear value,,
337,almond you tail / almond char kui,new wing cheong foods industries sdn bhd,30.09.2019,
5307,aloo bukhara chutney,convenience food industries (private) limited,,
5598,aloo palak,golden harvest foods (pvt.) ltd.,,
5980,aloo paratha,quick food industries,,
338,alphabets,angel candies sdn bhd,31.10.2019,
5844,alu samosa,jubilant foods (pvt) ltd.,,
8643,always fresh potato chips,mrs. mike's,,
5845,amrati,jubilant foods (pvt) ltd.,,
6222,amrus 5020,synarome manufacturing company (pvt) ltd,,
6223,amrus 7007,synarome manufacturing company (pvt) ltd,,
7245,anacin,anacin,,
7105,anacin aspirin pain reliever tablets,anacin,3.64E+11,
5289,anar dana whole,convenience food industries (private) limited,,
6224,anar flavour 4849,synarome manufacturing company (pvt) ltd,,
4945,anar kandhari,bell more aromatics,,
6225,anar no.1,synarome manufacturing company (pvt) ltd,,
4946,anar no.1,bell more aromatics,,
6226,anar star brand,synarome manufacturing company (pvt) ltd,,
4947,anar xl-6004,bell more aromatics,,
339,anchovy fish ball,new wing cheong foods industries sdn bhd,30.09.2019,
340,anchovy sambal,bygrace trading sdn bhd,15.02.2021,
341,anchovy sambal/ sambal ikan bilis,sauce empire manufacturing sdn bhd,28.02.2020,
342,anchovy soup seasoning powder,kientat trading sdn. bhd.,15.07.2019,
343,anchovy soup seasoning powder,360horizonz sdn. bhd.,15.03.2020,
344,ang koo kuih,aroma nyonya sdn. bhd.,15.01.2020,
9849,angel hair,golden grain,,
345,angku,rahmat venture sdn bhd,15.07.2019,
5846,angoor dana,jubilant foods (pvt) ltd.,,
5383,angus,dawn bread,,
346,angus beef bratwurst natural,carey food services sdn. bhd.,31.12.2020,
233,angus beef burgers,al safa halal,,24967 00800
347,angus beef jumbo cheese franks,carey food services sdn. bhd.,31.12.2020,
348,angus beef jumbo frankfurter,carey food services sdn. bhd.,31.12.2020,
238,angus beef patties,al-safa halal,,24967 00801
349,angus beef spicy sausage natural,carey food services sdn. bhd.,31.12.2020,
350,angus f1 ribeye,palace butcher resources sdn. bhd.,15.10.2020,
351,angus f1 ribeye (eop),palace butcher resources sdn. bhd.,15.10.2020,
352,angus f1 striploin,palace butcher resources sdn. bhd.,15.10.2020,
353,angus f1 striploin (eop),palace butcher resources sdn. bhd.,15.10.2020,
354,angus pattie,palace butcher resources sdn. bhd.,15.10.2020,
355,angus premium bone-in ribeye,palace butcher resources sdn. bhd.,15.10.2020,
356,angus premium ribeye mbs3,palace butcher resources sdn. bhd.,15.10.2020,
357,angus premium striploin mbs3,palace butcher resources sdn. bhd.,15.10.2020,
358,angus premium tenderloin mbs3,palace butcher resources sdn. bhd.,15.10.2020,
359,angus t-bone,palace butcher resources sdn. bhd.,15.10.2020,
360,angus tomahawk mbs3,palace butcher resources sdn. bhd.,15.10.2020,
5188,animal feed (poultry feed),charoen pokphand pakistan (pvt.) limited,,
4948,anise 6004,bell more aromatics,,
4949,anise no.1,bell more aromatics,,
4950,anise oil 6004,bell more aromatics,,
6227,anisee 6740,synarome manufacturing company (pvt) ltd,,
6228,anisee no.1,synarome manufacturing company (pvt) ltd,,
6229,anisee oil bpc,synarome manufacturing company (pvt) ltd,,
6230,anisee star brand,synarome manufacturing company (pvt) ltd,,
5847,anjeer pak,jubilant foods (pvt) ltd.,,
361,antifoam 30 ps,kientat trading sdn. bhd.,15.07.2019,
362,aoujus sauce,palace butcher resources sdn. bhd.,15.10.2020,
363,apam beras,rahmat venture sdn bhd,15.07.2019,
364,apam butter,rahmat venture sdn bhd,15.07.2019,
365,apam gula hangus,rahmat venture sdn bhd,15.07.2019,
6231,apple 11115,synarome manufacturing company (pvt) ltd,,
6232,apple 3000,synarome manufacturing company (pvt) ltd,,
6233,apple 4008,synarome manufacturing company (pvt) ltd,,
6234,apple 4080,synarome manufacturing company (pvt) ltd,,
6235,apple 6004,synarome manufacturing company (pvt) ltd,,
6236,apple 6006,synarome manufacturing company (pvt) ltd,,
4951,apple 6006,bell more aromatics,,
6237,apple 6040,synarome manufacturing company (pvt) ltd,,
6238,apple 6290,synarome manufacturing company (pvt) ltd,,
6239,apple 7007,synarome manufacturing company (pvt) ltd,,
4952,apple 8004,bell more aromatics,,
6240,apple 8040,synarome manufacturing company (pvt) ltd,,
6241,apple bl 8032,synarome manufacturing company (pvt) ltd,,
9183,apple blasts cereal,great value,,
6242,apple bz 4006,synarome manufacturing company (pvt) ltd,,
6243,apple c.j 2024,synarome manufacturing company (pvt) ltd,,
6244,apple cam 6004,synarome manufacturing company (pvt) ltd,,
8509,apple chip caramel (mcg halal certified),seneca,,
8510,apple chip cinnamon (mcg halal certified),seneca,,
7748,apple cider,essential everyday,,
9517,apple cider juice,essential everyday,,
8664,apple cider juice,essential everyday,,
7474,apple cider vinegar,heinz,13000008143,
9525,apple cider vinegar,essential everyday,,
9198,apple cider vinegar,great value,,
8672,apple cider vinegar,essential everyday,,
8568,apple cinnamon toasted oat cereal,schnucks,,
9943,apple cinnamon toasted oat cereal,raley's fine food,,
8877,apple cinnamon toastee oat cereal,publix,,
8321,apple cinnamon toastee oats cereal,shoprite,,
366,apple crumble,hazel cake house,31.05.2019,
9423,apple crunch tasteeos,roundy's,,
367,apple danish,hazel cake house,31.05.2019,
7732,apple dapple cereal,essential everyday,,
10057,apple dapple cereal,raley's,,
6148,apple drink,shangrila(pvt) limited,,
368,apple filling,hazel cake house,31.05.2019,
369,apple filling,ainons cakes & pastries,15.02.2020,
370,apple flavour,kientat trading sdn. bhd.,15.07.2019,
371,apple flavour 02006,kientat trading sdn. bhd.,15.07.2019,
6245,apple flavour 4849,synarome manufacturing company (pvt) ltd,,
6246,apple flavour suprme,synarome manufacturing company (pvt) ltd,,
8322,apple floats cereal,shoprite,,
4953,apple golden 2004,bell more aromatics,,
372,apple green sq,kientat trading sdn. bhd.,15.07.2019,
8529,apple juice,schnucks,,
8454,apple juice,key food,,
9133,apple juice,365,,
8354,apple juice,ruby kist,,
8332,apple juice,shoprite,,
7747,apple juice,essential everyday,,
6154,apple juice,shangrila(pvt) limited,,
8378,apple juice,farm flavor,,
9798,apple juice from concentrate,o organic,,
8844,apple juice from concentrate with vitamin c,publix,,
8570,apple loons cereal,schnucks,,
6247,apple mb 2020,synarome manufacturing company (pvt) ltd,,
373,apple muffin,hazel cake house,31.05.2019,
4954,apple no.1,bell more aromatics,,
6248,apple no.1spl,synarome manufacturing company (pvt) ltd,,
7554,apple o's cereal,giant,,
8154,apple o?s cereal,stop & shop,,
374,apple sour,angel candies sdn bhd,31.10.2019,
375,apple strudel,hazel cake house,31.05.2019,
376,apple sweet,angel candies sdn bhd,31.10.2019,
377,apple tart,yeast atelier sdn bhd,31.07.2019,
378,apple tart tatin large,yeast atelier sdn bhd,31.07.2019,
380,apple turnover,yeast atelier sdn bhd,31.07.2019,
379,apple turnover,hazel cake house,31.05.2019,
10034,applesauce,raley's,,
8670,applesauce,essential everyday,,
7631,applesauce,kroger,,
7845,applesauce,safeway kitchens,,
8593,applesauce,full circle,,
9523,applesauce,essential everyday,,
9770,applesauce,safeway kitchens,,
9611,applesauce,kirkland,,
8831,applesauce,full circle,,
8979,applesauce,shurfine,,
9356,applesauce chunky,meijer,,
9355,applesauce cinnamon,meijer,,
10115,applesauce no sugar added,tree top,,
9617,applesauce on the go,go go squeeze,,
10114,applesauce original,tree top,,
9357,applesauce super chunky,meijer,,
9131,applesauce unsweetened,365,,
9354,applesauce unsweetened,meijer,,
8455,applesauce unsweetened,key food,,
4955,apricot 9040,bell more aromatics,,
6249,apricot 9140,synarome manufacturing company (pvt) ltd,,
4956,apricot no.1,bell more aromatics,,
6250,apricto extra no.1,synarome manufacturing company (pvt) ltd,,
7311,"aquafresh tartar control + whitening, sensitive maximum strength toothpastes",aquafresh,,
7310,"aquafresh whitening toothpaste utimate white,",aquafresh,,
7351,aquarium series liquid hand soap,softsoap,,
5523,arabic dukkha raita,freshmate co.,,
6007,arabic recipes,shan foods (pvt) ltd,,
7251,arfrin nasal spray original,afrin,,
6980,argon,air products malaysia,,
6983,argon,air products malaysia,,
381,artificial cochingal colour,360horizonz sdn. bhd.,31.10.2019,
382,artificial purple colour,360horizonz sdn. bhd.,31.10.2019,
383,artificial vinegar,yuen chun industries sdn bhd,31.01.2020,
384,asam jawa / tamarind drink,besmark marketing enterprise sdn bhd,31.08.2019,
385,asam keping,360horizonz sdn. bhd.,31.10.2019,
386,asam laksa paste,pak hailam kopitiam sdn bhd,,
387,asam laksa paste vit,sauce empire manufacturing sdn bhd,31.12.2020,
388,asam pedas,ru cafe sdn bhd,31.12.2019,
389,asam pedas marinade,sauce empire manufacturing sdn bhd,31.12.2020,
390,ascorbic acid,kientat trading sdn. bhd.,15.07.2019,
210,asiago shredded tre stelle,arla,,59441 00343
391,asian tropical tuna,dpo malaysia sdn bhd,30.11.2019,
392,aspartame,kientat trading sdn. bhd.,15.07.2019,
393,assorted fruity toffee,kimi sweet sdn. bhd.,15.06.2019,
394,assorted mixed nut,new wing cheong foods industries sdn bhd,30.09.2019,
395,assorted seafood stick / assorted lok lok,new wing cheong foods industries sdn bhd,30.09.2019,
9121,assortment crackers,365,,
7038,aurora sauce,longson food products sdn bhd,,
396,australia frozen back ribs cuts,salim mk frozen sdn bhd,30.09.2019,
397,australia frozen beef marrow bone cuts,salim mk frozen sdn bhd,30.09.2019,
398,australia frozen chuck bone (slice),salim mk frozen sdn bhd,30.09.2019,
399,australia frozen lamb marrow bone cuts,salim mk frozen sdn bhd,30.09.2019,
400,australia frozen lamb shortloin (slice),salim mk frozen sdn bhd,30.09.2019,
401,australia frozen lamb shoulder (cube),salim mk frozen sdn bhd,30.09.2019,
402,australia frozen lamb shoulder (slice),salim mk frozen sdn bhd,30.09.2019,
403,australia frozen mutton carcase 6 way cut (cube),salim mk frozen sdn bhd,30.09.2019,
404,australia frozen mutton shoulder (cube),salim mk frozen sdn bhd,30.09.2019,
405,australia frozen mutton shoulder (slice),salim mk frozen sdn bhd,30.09.2019,
406,australia frozen mutton trunk (cube),salim mk frozen sdn bhd,30.09.2019,
407,australia frozen offals liver (cube),salim mk frozen sdn bhd,30.09.2019,
8992,authentic sourdough bread,sara lee,,
7371,aveeno nourishing calming body wash,aveeno,,
408,ayam bakar,resepi arena sdn bhd,Sijil Telah Ditarik Balik,
409,ayam bakar barokah,resepi arena sdn bhd,Sijil Telah Ditarik Balik,
410,ayam bakar madu,resepi arena sdn bhd,Sijil Telah Ditarik Balik,
411,ayam berempah,supreme discovery(m) sdn bhd,15.01.2020,
412,ayam berlado,resepi arena sdn bhd,Sijil Telah Ditarik Balik,
413,ayam bumbu rujak hj amran,resepi arena sdn bhd,Sijil Telah Ditarik Balik,
414,ayam cajun (package food),ainons cakes & pastries,15.02.2020,
415,ayam goreng (package food),ainons cakes & pastries,15.02.2020,
416,ayam goreng berempah,ainons cakes & pastries,15.02.2020,
417,ayam kapitan with potato,supreme discovery(m) sdn bhd,15.01.2020,
418,ayam kurma (package food),ainons cakes & pastries,15.02.2020,
