,product_name,product_brand,expire_date,product_code
2209,green tea - liu an gua pian,purple cane enterprise sdn. bhd.,30.11.2019,
2210,green tea - long jing green tea,purple cane enterprise sdn. bhd.,30.11.2019,
2211,green tea - shi feng long jing,purple cane enterprise sdn. bhd.,30.11.2019,
2212,green tea - tai ping hou kui,purple cane enterprise sdn. bhd.,30.11.2019,
2213,green tea butter,ann-lee industries (m) sdn bhd,30.09.2019,
2214,green tea flavour,kientat trading sdn. bhd.,15.07.2019,
2215,green tea mooncake,new wing cheong foods industries sdn bhd,15.07.2019,
2216,green tea paste,new wing cheong foods industries sdn bhd,30.09.2019,
2217,green tea pau (matcha pau),tsl bestmas manufacturing sdn bhd,31.03.2020,
2218,green tea powder,chrisna jenio sdn bhd,31.07.2019,
2219,green tea tongkat ali (ayu flores collection),ervas flores trading,15.10.2019,
2220,greenapple fruity toffee,kimi sweet sdn. bhd.,15.06.2019,
2221,grill chicken,supreme discovery(m) sdn bhd,15.01.2020,
2222,grill chicken wing,sauce empire manufacturing sdn bhd,31.12.2020,
2223,grill chicken with rice,supreme discovery(m) sdn bhd,15.01.2020,
2224,grill fish sauce,sauce empire manufacturing sdn bhd,31.12.2020,
2225,grinding compound,yuen chun industries sdn bhd,31.01.2020,
2226,gros campagne (big round country bread),yeast atelier sdn bhd,31.07.2019,
2227,gros pain (big long country bread),yeast atelier sdn bhd,31.07.2019,
2228,ground fried coconut paste (kerisek kelapa),360horizonz sdn. bhd.,31.05.2019,
2229,ground peanut,pak hailam kopitiam sdn bhd,,
2230,growing up milk formula stage 3,eezdee intrade sdn bhd,,
5055,guava,bell more aromatics,,
5056,guava 5050,bell more aromatics,,
5057,guava 6107,bell more aromatics,,
6149,guava drink,shangrila(pvt) limited,,
2231,guava dumpling,new wing cheong foods industries sdn bhd,30.09.2019,
2232,guava flavour,kientat trading sdn. bhd.,15.07.2019,
6162,guava juice,shangrila(pvt) limited,,
2233,gula merah kelapa flavour,kientat trading sdn. bhd.,15.07.2019,
6067,gulab jaman mix,shan foods (pvt) ltd,,
5205,gulab jamun mix,convenience food industries (private) limited,,
2234,gulai ayam,sauce empire manufacturing sdn bhd,31.12.2020,
2235,gulai kedah,ru cafe sdn bhd,31.12.2019,
2236,gulai tempoyak/spicy durian curry,world prominence sdn. bhd.,,
5636,gumbase,gumcorp pvt ltd,,
2237,gummy man jelly,dpo malaysia sdn bhd,15.06.2020,
5858,habshi halwa,jubilant foods (pvt) ltd.,,
2238,hai wang roll(gulungan matahari),seaworld fresh mart sdn bhd,15.06.2019,
2239,hailam mee,pak hailam kopitiam sdn bhd,,
2240,hailam mee sauce,pak hailam kopitiam sdn bhd,,
2241,hainan chili sauce,sauce empire manufacturing sdn bhd,28.02.2020,
2242,hainan sandwich,hazel cake house,31.05.2019,
6447,hajmola candy 6004,synarome manufacturing company (pvt) ltd,,
2243,hakun fish cake,seaworld fresh mart sdn bhd,15.06.2019,
197,halal chicken wieners 2lb,harvest creek,,29810 93155
2244,halawa du jibn(dessert)- warehouse,tarbush catering & food industry sdn. bhd.,,
6068,haleem masala,shan foods (pvt) ltd,,
5263,haleem masala,convenience food industries (private) limited,,
6069,haleem mix ? easy cook,shan foods (pvt) ltd,,
6070,haleem mix ? shahi,shan foods (pvt) ltd,,
5269,haleem mix complete,convenience food industries (private) limited,,
10118,half & half,sunnyside farms,,
10097,half & half,clover,,
8200,half & half,stop & shop,,
7946,half & half,kroger,,
8745,half & half,winn-dixie,,
9492,half & half,essential everyday,,
7951,half & half,borden,,
7697,half & half,wild harvest,,
7716,half & half,essential everyday,,
7708,half & half,organic valley,,
8913,half & half,publix,,
7679,half & half,fred meyer,,
7617,half & half,giant,,
7531,half & half,lehigh valley,,
9236,half & half,trader joe's,,
9158,half & half,great value,,
8416,half & half,land o' lakes,,
7868,half & half,lucerne,,
8709,half & half,essential everyday,,
8147,half & half,tuscan,,
8627,half & half,organic valley,,
9834,half & half,lucerne,,
8523,half & half,schnucks,,
9673,half & half,friendly farm,,
9795,half & half ultra pasteurized,o organic,,
9842,half & half ultra pasteurized,horizon,,
7056,half chicken with shallot sauce 700g/bag,yunlin yuanchang poultry product coop.,,
7055,half chicken with shallot sauce 700g/bag,yunlin yuanchang poultry product coop.,,
2245,halia muda jeruk,viasfood sdn bhd,31.05.2019,
7715,hamburger buns,franz,,
7588,hamburger buns,giant,,
8720,hamburger buns,cub,,
8059,hamburger buns,nature's own,,
9717,hamburger buns,safeway kitchens,,
8457,hamburger buns,key food,,
7774,hamburger buns,albertson,,
7791,hamburger buns,safeway kitchens,,
9404,hamburger buns,s. rosen's,,
9468,hamburger buns,roundy's,,
8129,hamburger buns,america's choice,,
8899,hamburger buns,publix,,
9388,hamburger buns,meijer,,
9482,hamburger buns,jewel,,
7970,hamburger buns,mrs. baird,,
9665,hamburger buns,love n fresh,,
7704,hamburger buns,super value,,
8194,hamburger rolls,stop & shop,,
9835,hampshire cream cheese,knudson,,
5562,handi curry paste,freshmate co.,,
2246,happiness roll / unity roll,new wing cheong foods industries sdn bhd,30.09.2019,
2247,happy birthday,angel candies sdn bhd,31.10.2019,
5563,hara masala curry paste,freshmate co.,,
7017,hard boiled candy,kohinoor biscuit products,,
5398,hardee's plain,dawn bread,,
2248,harireh soup(warehouse),tarbush catering & food industry sdn. bhd.,,
2249,harrolds coffee 2 in 1,yang zhong capital sdn. bhd.,,
2250,hawaiian sauce,sauce empire manufacturing sdn bhd,28.02.2020,
2251,hazelnut chocolate paste,sew jog enterprise,30.09.2019,
2252,hazelnut chocolate paste,good choice manufacturing sdn bhd,30.09.2019,
6837,hazelnut chocolate spread,young's private limited,,
6835,hazelnut chocolate spread,young's private limited,,
6836,hazelnut chocolate spread,young's private limited,,
2253,hazelnut chocolate spread,sew jog enterprise,30.09.2019,
6839,hazelnut chocolate spread,young's private limited,,
6838,hazelnut chocolate spread,young's private limited,,
2254,hazelnut chocolate spread,good choice manufacturing sdn bhd,30.09.2019,
6843,hazelnut chocolate spread,young's private limited,,
6842,hazelnut chocolate spread,young's private limited,,
6841,hazelnut chocolate spread,young's private limited,,
6840,hazelnut chocolate spread,young's private limited,,
7451,hazelnut mini cups perfection go,nutella,9800801107,
7450,hazelnut spread with cocoa,nutella,9800895007,
2255,hazelnut white coffee,coffee town sdn bhd,30.09.2019,
9038,health nut bread,brownberry,,
9035,healthful flax & sunflower bread,brownberry,,
8395,healthful flax & sunflower bread,arnold,,
9935,healthy morning cereal,raley's fine food,,
10150,healthy morning with red berries,sunny select,,
10063,healthy morning with red berries cereal,raley's,,
9937,healthy morning with red berry cereal,raley's fine food,,
8991,healthy multi-grain bread,sara lee,,
9037,healthy multigrain,brownberry,,
2256,heart to heart lollipop,kimi sweet sdn. bhd.,15.06.2019,
9396,hearth whole grain bread,koepplinger's,,
8368,hearty 12 grain bread,freihofer's,,
8768,hearty grain bread,winn-dixie,,
8767,hearty grain multigrain bread,winn-dixie,,
9025,hearty rye bread,butternut,,
7717,heavy whipped cream,essential everyday,,
8716,heavy whipping cream,dean,,
8626,heavy whipping cream pasteurized,organic valley,,
8625,heavy whipping cream ultra pasteurized,organic valley,,
2257,herb & cheese bread,yeast atelier sdn bhd,31.07.2019,
2258,herba jelly - kwai leng ko,new wing cheong foods industries sdn bhd,30.09.2019,
7043,herbal juice (3000ml/can),tong-yu food products corp.,,
7045,herbal juice (3kg/can),tong-yu food products corp.,,
2259,hero chewy stick lollipop,kimi sweet sdn. bhd.,15.06.2019,
7511,hickery brown sugar bbq sauce,hunts,27000609033,
7794,hickory & brown sugar barbecue sauce,safeway kitchens,,
9773,hickory & brown sugar barbecue sauce,safeway kitchens,,
8860,hickory barbecue sauce,publix,,
8821,hickory bbq sauce,winn-dixie,,
7522,hickory smoke barbecue sauce,kraft,21000052295,
7506,hickory smoke bbq sauce,bulls-eye,19582392236,
9090,high fiber morning o?s cereal,365,,
7153,hint of salt crackers,ritz,44000031190,
2260,hoen kwe cake flour- green / ang kwe cake flour,sri nona food industries sdn. bhd.,,
2261,hoen kwe cake flour- green / ang kwe cake flour,sri nona food industries sdn. bhd.,15.04.2021,
2263,hoen kwe cake flour- red / ang kwe cake flour,sri nona food industries sdn. bhd.,15.04.2021,
2262,hoen kwe cake flour- red / ang kwe cake flour,sri nona food industries sdn. bhd.,,
2264,hoen kwe cake flour- yellow / ang kwe cake flour,sri nona food industries sdn. bhd.,,
2265,hoen kwe cake flour- yellow / ang kwe cake flour,sri nona food industries sdn. bhd.,15.04.2021,
2266,hoen kwe cake flour-white / ang kwe cake flour,sri nona food industries sdn. bhd.,,
2267,hoen kwe cake flour-white / ang kwe cake flour,sri nona food industries sdn. bhd.,15.04.2021,
2268,hoggie bun,tin hong loke guan bakery & confectionery sdn bhd,15.04.2020,
5399,hogi roll,dawn bread,,
2269,hoi sin sauce,yuen chun industries sdn bhd,15.08.2019,
2270,hoi sin sauce,yuen chun industries sdn bhd,31.01.2020,
2271,hoi sin sauce compound,yuen chun industries sdn bhd,31.01.2020,
2272,hokkien mee paste vit,sauce empire manufacturing sdn bhd,31.12.2020,
2273,home made honey comb cookies,360horizonz sdn. bhd.,31.10.2019,
8010,home squeezed orange juice,heb,,
9413,home style french toast,roundy's,,
7937,home style french toast,kroger,,
9134,home style mini waffles,365,,
8781,home style pancakes,winn-dixie,,
9409,home style pancakes,roundy's,,
5609,home style paratha,golden harvest foods (pvt.) ltd.,,
8705,home style waffles,essential everyday,,
8423,home style waffles,america's choice,,
8780,home style waffles,winn-dixie,,
7601,home style waffles,giant,,
8514,home style waffles,schnucks,,
8274,home style waffles,shoprite,,
8199,home style waffles,stop & shop,,
9135,home style waffles,365,,
8131,home style waffles,america's choice,,
9164,home style waffles,great value,,
9263,home style waffles,market pantry,,
7639,home style waffles,kroger,,
8909,home style waffles,publix,,
9721,home style waffles,safeway kitchens,,
7702,home style waffles,wild harvest,,
8480,home style waffles,america's choice,,
9857,home style waffles,eating right,,
9897,home style waffles,raley's fine food,,
7766,home style waffles,essential everyday,,
7940,home style waffles,kroger,,
8835,home style waffles,clear value,,
7847,home style waffles,safeway kitchens,,
10141,home style waffles,sunny select,,
10024,home style waffles,raley's,,
8003,home style waffles,heb,,
9411,home style waffles,roundy's,,
2274,hommus tahina-warehouse,tarbush catering & food industry sdn. bhd.,,
6906,honey,young's private limited,,
6907,honey,young's private limited,,
6904,honey,young's private limited,,
6896,honey,young's private limited,,
6899,honey,young's private limited,,
6901,honey,young's private limited,,
6900,honey,young's private limited,,
6898,honey,young's private limited,,
6897,honey,young's private limited,,
6902,honey,young's private limited,,
6905,honey,young's private limited,,
4889,honey,al-khair creative quality ware,,
6894,honey,young's private limited,,
6850,honey,young's private limited,,
6895,honey,young's private limited,,
6852,honey,young's private limited,,
6853,honey,young's private limited,,
6854,honey,young's private limited,,
6880,honey,young's private limited,,
6881,honey,young's private limited,,
6882,honey,young's private limited,,
6883,honey,young's private limited,,
6884,honey,young's private limited,,
6885,honey,young's private limited,,
6886,honey,young's private limited,,
6887,honey,young's private limited,,
6851,honey,young's private limited,,
6903,honey,young's private limited,,
6892,honey,young's private limited,,
6888,honey,young's private limited,,
6891,honey,young's private limited,,
6890,honey,young's private limited,,
6889,honey,young's private limited,,
6893,honey,young's private limited,,
7688,honey & oat bread,country oven,,
2275,honey (madu),360horizonz sdn. bhd.,31.05.2019,
5058,honey 3740,bell more aromatics,,
6448,honey 4843,synarome manufacturing company (pvt) ltd,,
9397,honey 7 grain bread,aunt millie's,,
6449,honey 9600,synarome manufacturing company (pvt) ltd,,
9774,honey barbecue sauce,safeway kitchens,,
7795,honey barbecue sauce,safeway kitchens,,
8859,honey barbecue sauce,publix,,
8820,honey bbq sauce,winn-dixie,,
7500,honey bbq sauce,sweet baby ray,13409341155,
7047,honey butter potato stick,perfect food products sdn. bhd.,,
6450,honey c-808,synarome manufacturing company (pvt) ltd,,
2276,honey crab dumpling,tsl bestmas manufacturing sdn bhd,31.05.2020,
7485,honey dijon mustard,french,4152939,
8550,honey dijon mustard,schnucks,,
2277,honey flavour,kientat trading sdn. bhd.,15.07.2019,
2278,honey ginger drink (minuman halia bermadu),sri nona food industries sdn. bhd.,,
2279,honey ginger drink (minuman halia bermadu),sri nona food industries sdn. bhd.,15.04.2021,
7267,honey lemon cough drops,"walgreen, cvc, target, heb, best health, assured, family dollar, good sense, our family",,
7136,honey maid dippers honey,nabisco,44000044176,
7137,honey maid star wars grapas graham crackers,nabisco,44000041281,
7737,honey mustard,essential everyday,,
7573,honey mustard,giant,,
7800,honey mustard,safeway kitchens,,
9738,honey mustard,safeway kitchens,,
8867,honey mustard,publix,,
10044,honey mustard,raley's,,
9527,honey mustard,essential everyday,,
7484,honey mustard,french,4155237,
8674,honey mustard,essential everyday,,
8546,honey mustard,schnucks,,
8817,honey mustard,winn-dixie,,
9113,honey mustard,365,,
5059,honey no.1,bell more aromatics,,
7987,honey nut toasted o?s cereal,heb,,
9479,honey nutos,o organic,,
8055,honey oat bread,nature's own,,
8058,honey oat wheat bread,nature's own,,
10053,honey peanut butter,raley's,,
7514,honey pecan legendary bar-b-q sauce,stubbs,7.35E+11,
10002,honey pretzel peanut butter,wild friends,,
10093,honey rice twice,erewhon,,
7397,honey roasted peanuts,planters,29000014862,
2280,honey soy marinade sauce,yuen chun industries sdn bhd,15.08.2019,
2281,honey soy marinade sauce compound,yuen chun industries sdn bhd,31.01.2020,
6451,honey spl no.1,synarome manufacturing company (pvt) ltd,,
9312,honey sweet barbecue sauce3,market pantry,,
8062,honey wheat bread,nature's harvest,,
7594,honey wheat bread,giant,,
9329,honey wheat bread,village hearth,,
7691,honey wheat bread,country oven,,
8087,honey wheat bread,bimbo,,
9066,honey wheat bread,bimbo,,
8638,honey wheat bread,natural harvest,,
10066,honey wheat bread,raley's,,
2282,honey wheatgrass concentrate,360horizonz sdn. bhd.,15.03.2020,
9998,honey whole wheat bread,alpine valley,,
9039,honey whole wheat bread,brownberry,,
2283,honeycomb sugar,360horizonz sdn. bhd.,31.10.2019,
2284,honeydew flavour,kientat trading sdn. bhd.,15.07.2019,
2285,honeydew flavour 10001,kientat trading sdn. bhd.,15.07.2019,
2286,hong kong glutinous rice,new wing cheong foods industries sdn bhd,30.09.2019,
2287,hong kong spring roll skin,new wing cheong foods industries sdn bhd,30.09.2019,
2288,hong kong wantan noodle,new wing cheong foods industries sdn bhd,30.09.2019,
5824,hop pop,ismail industries limited - candyland,,
7798,horseradish mustard,safeway kitchens,,
8676,horseradish mustard,essential everyday,,
9736,horseradish mustard,safeway kitchens,,
9529,horseradish mustard,essential everyday,,
10047,horseradish mustard,raley's,,
7519,hot & spicy barbecue sauce,kraft,21000056507,
7493,hot & spicy ketchup,heinz,1369906,
7046,hot & spicy potato stick,perfect food products sdn. bhd.,,
2289,hot chilli pepper puree,viasfood sdn bhd,31.05.2019,
5400,hot dog,dawn bread,,
8128,hot dog buns,america's choice,,
7587,hot dog buns,giant,,
8456,hot dog buns,key food,,
9664,hot dog buns,love n fresh,,
7773,hot dog buns,albertson,,
9469,hot dog buns,roundy's,,
9387,hot dog buns,meijer,,
7703,hot dog buns,super value,,
7714,hot dog buns,franz,,
7969,hot dog buns,mrs. baird,,
9481,hot dog buns,jewel,,
8900,hot dog buns,publix,,
8721,hot dog buns,cub,,
9403,hot dog buns,s. rosen's,,
8060,hot dog rolls,nature's own,,
8193,hot dog rolls,stop & shop,,
2290,hot oyster flavoured sauce,sri nona food industries sdn. bhd.,,
2291,hot oyster flavoured sauce,sri nona food industries sdn. bhd.,15.04.2021,
2292,hot paprika powder,palace butcher resources sdn. bhd.,15.10.2020,
2293,hot pepper paste (guochujang),sauce empire manufacturing sdn bhd,31.12.2020,
2294,hot plate black pepper chicken,pak hailam kopitiam sdn bhd,,
2295,hot prawn rolls,ann-lee industries (m) sdn bhd,,
9296,hot salsa,market pantry,,
9692,hot sauce,burman's,,
6163,hot sauce,shangrila(pvt) limited,,
2296,hot sausage bun,hazel cake house,31.05.2019,
2297,hot spicy dakgalbi (extra spicy marinated chicken),mr dakgalbi sdn bhd,15.08.2020,
2298,hot sweet sauce (sos manis pedas),sri nona food industries sdn. bhd.,30.09.2020,
2299,house ivory,sauce empire manufacturing sdn bhd,15.02.2020,
9646,house wheat puff cereal,millville,,
6071,hunter beef,shan foods (pvt) ltd,,
6072,hyderabadi,shan foods (pvt) ltd,,
6164,hyderabadi pickle,shangrila(pvt) limited,,
2300,hydrolyzed vegetable protein(hvp powder),kientat trading sdn. bhd.,15.07.2019,
2301,i love u,angel candies sdn bhd,31.10.2019,
7383,"ice blue soap, honey i washed the kids soap, carrot soap, figs and leaves, rock star bar soaps",lush,,
58,ice cream,multiple,25-05-16,
2303,ice cream cone - black,profound pastry sdn. bhd.,15.06.2021,
2302,ice cream cone - black,profound pastry sdn. bhd.,15.06.2019,
2304,ice cream cone - chocolate,profound pastry sdn. bhd.,15.06.2019,
2305,ice cream cone - chocolate,profound pastry sdn. bhd.,15.06.2021,
2306,ice cream cone - green,profound pastry sdn. bhd.,15.06.2019,
2307,ice cream cone - green,profound pastry sdn. bhd.,15.06.2021,
2308,ice cream cone - pink,profound pastry sdn. bhd.,30.04.2021,
2310,ice cream cone - red,profound pastry sdn. bhd.,15.06.2021,
2309,ice cream cone - red,profound pastry sdn. bhd.,15.06.2019,
2311,ice cream cookies,ann-lee industries (m) sdn bhd,30.09.2019,
8381,ice cream roll ? slice? mmms traditional,carvel,,
5060,ice cream soda 90,bell more aromatics,,
6452,ice cream soda ch-0730,synarome manufacturing company (pvt) ltd,,
5061,ice cream soda no.1,bell more aromatics,,
6453,ice cream soda spl 70,synarome manufacturing company (pvt) ltd,,
6454,ice cream soda spl no.1,synarome manufacturing company (pvt) ltd,,
2312,ice cream stick,seaworld fresh mart sdn bhd,15.06.2019,
2313,ice lemon chocolate cookies,ann-lee industries (m) sdn bhd,30.09.2019,
2314,ice strawberry chocolate,ann-lee industries (m) sdn bhd,30.09.2019,
2315,iceberg lettuce - 3mm julienne,vege ready sdn bhd,15.08.2019,
2316,iced chocolate glazed (ring doughnuts),berjaya krispy kreme doughnuts sdn bhd,31.08.2019,
7115,iced molasses cookies,archway,27500095329,
8736,iced molasses cookies,archway,,
2317,icing sugar (gula ising),360horizonz sdn. bhd.,31.05.2019,
2318,iga bakar,resepi arena sdn bhd,Sijil Telah Ditarik Balik,
2319,iga penyet,resepi arena sdn bhd,Sijil Telah Ditarik Balik,
2320,ikan asam pedas with lady finger,supreme discovery(m) sdn bhd,15.01.2020,
2321,ikan bilis powder,sew jog enterprise,30.09.2019,
2322,ikan bilis powder,good choice manufacturing sdn bhd,30.09.2019,
2324,ikan bilis seasoning powder,good choice manufacturing sdn bhd,30.09.2019,
2323,ikan bilis seasoning powder,sew jog enterprise,30.09.2019,
2325,ikan bilis silver-fried,pak hailam kopitiam sdn bhd,,
2326,ikan masam manis (package food),ainons cakes & pastries,15.02.2020,
2327,ikan pekasam,viasfood sdn bhd,31.05.2019,
2328,ikan sejuk beku,seafood puddings sdn bhd,30.11.2019,
2329,ikan talapia,ru cafe sdn bhd,31.12.2019,
6455,imili sauce 2024,synarome manufacturing company (pvt) ltd,,
5785,imlee candy,ismail industries limited - candyland,,
5062,imli 2575,bell more aromatics,,
5063,imli flavour 7004,bell more aromatics,,
6165,imli ginger sauce,shangrila(pvt) limited,,
2330,india frozen buffalo brisket (slice),salim mk frozen sdn bhd,30.09.2019,
2331,india frozen buffalo cube roll (cube),salim mk frozen sdn bhd,30.09.2019,
2332,india frozen buffalo cube roll (slice),salim mk frozen sdn bhd,30.09.2019,
2333,india frozen buffalo knuckle (cube),salim mk frozen sdn bhd,30.09.2019,
2334,india frozen buffalo knuckle (slice),salim mk frozen sdn bhd,30.09.2019,
2335,india frozen buffalo tenderloin cuts,salim mk frozen sdn bhd,30.09.2019,
2336,india frozen buffalo top side (cube),salim mk frozen sdn bhd,30.09.2019,
2337,india frozen buffalo top side (slice),salim mk frozen sdn bhd,30.09.2019,
2338,india frozen chuck tender slice,salim mk frozen sdn bhd,30.09.2019,
2339,indian buffalo rendang slice/cube,prima fine foods sdn bhd,31.12.2019,
2340,indian topside patties,palace butcher resources sdn. bhd.,15.10.2020,
2341,indonesian herb sauce,sauce empire manufacturing sdn bhd,31.12.2020,
2342,indonesian rendang paste,sauce empire manufacturing sdn bhd,28.02.2020,
2343,indonesian rendang paste,bygrace trading sdn bhd,15.02.2021,
2344,indonesian rendang sauce,sauce empire manufacturing sdn bhd,31.12.2020,
6073,indonesian satay,shan foods (pvt) ltd,,
2345,infant formula milk powder stage 1,eezdee intrade sdn bhd,,
6997,instant cafe arabica,b&w food products sdn bhd,,
6998,instant cappuccino coffee,b&w food products sdn bhd,,
6999,instant cappuccino with hazelnut,b&w food products sdn bhd,,
7000,instant chocolate mix,b&w food products sdn bhd,,
7001,instant coco mix,b&w food products sdn bhd,,
7002,instant coffee mix 2 in 1,b&w food products sdn bhd,,
7003,instant coffee mix 3 in 1,b&w food products sdn bhd,,
7004,instant coffee w/ginseng & tongkat ali,b&w food products sdn bhd,,
7005,instant coffee with ginseng,b&w food products sdn bhd,,
5673,instant drinks,hilal foods pvt ltd,,
5686,instant drinks,hilal foods pvt ltd,,
9420,instant dry milk,roundy's,,
7006,instant espresso coffee,b&w food products sdn bhd,,
6074,instant food mixes,shan foods (pvt) ltd,,
7007,instant ginkgo white coffee w/ginseng &tongkat ali,b&w food products sdn bhd,,
7008,instant ginseng coffee with tongkat ali & ginkgo,b&w food products sdn bhd,,
7009,instant hi-fibre cereal,b&w food products sdn bhd,,
9446,instant mashed potato,roundy's,,
8299,instant mashed potatoes,shoprite,,
7930,instant non fat dry milk,kroger,,
8959,instant non fat dry milk,shurfine,,
8783,instant non fat dry milk,winn-dixie,,
9725,instant non fat dry milk,safeway kitchens,,
7636,instant non fat dry milk,kroger,,
7752,instant non fat milk,essential everyday,,
7042,instant noodles & instant soups,aakash yog health products private limited,,
7010,instant nutritious cereal,b&w food products sdn bhd,,
9948,instant oatmeal,raley's fine food,,
2346,instant oatmeal,360horizonz sdn. bhd.,31.05.2019,
8315,instant oatmeal original,shoprite,,
7551,instant oatmeal original flavor,giant,,
10147,instant oatmeal original flavor,sunny select,,
8150,instant oatmeal original flavor,stop & shop,,
8578,instant oatmeal original/regular,schnucks,,
9436,instant oatmeal regular,roundy's,,
8470,instant oatmeal regular,key food,,
10052,instant oatmeal regular flavor,raley's,,
9909,instant potato flakes,raley's fine food,,
9911,instant rice,raley's fine food,,
9921,instant rice,raley's fine food,,
7011,instant tea mix,b&w food products sdn bhd,,
2347,instant tea vt66,meridian ingredients sdn. bhd.,,
2348,instant tea vt68,meridian ingredients sdn. bhd.,,
7012,instant white coffee,b&w food products sdn bhd,,
8847,instant white rice,publix,,
2349,int3tree (campuran serbuk koko dengan serbuk pudina),rizkifajar resources,31.07.2019,
2350,inti - inti ayam,jz oriental delight sdn. bhd.,15.11.2019,
2351,inti - inti ikan,jz oriental delight sdn. bhd.,15.11.2019,
2352,inti - inti keladi,jz oriental delight sdn. bhd.,15.11.2019,
2353,inti - inti udang,jz oriental delight sdn. bhd.,15.11.2019,
6075,iodized,shan foods (pvt) ltd,,
2354,ipoh old story white coffee,multi superior sdn. bhd.,31.10.2019,
9570,irish oatmeal,mccann's,,
7372,irish spring original body wash,irish spring,,
8989,iron kids better white bread,sara lee,,
2355,isi ikan kembong,ru cafe sdn bhd,31.12.2019,
2357,island turkey loaf,dpo malaysia sdn bhd,30.11.2019,
2356,island turkey loaf,vesto marketing sdn bhd (formerly known as : vestrade marketing,15.08.2019,
8726,italian bread,country hearth,,
9332,italian bread,village hearth,,
2358,italian classic coffee (cappuccino),armada impresif resources sdn. bhd.,31.05.2019,
10019,italian dressing,raley's everyday,,
10021,italian fat free dressing,raley's everyday,,
9202,italian house dressing,great value,,
10020,italian light dressing,raley's everyday,,
8081,italian rye seeded bread,d'italiano,,
7409,italian salad dressing,ken's steak house,41335000501,
8982,italian salad dressing,shurfine,,
8374,italian seeded bread,freihofer's,,
9746,italian style panko crumbs,safeway kitchens,,
9033,italian wheat bread,brownberry,,
9203,italian zesty salad dressing,great value,,
7362,ivory snow detergent,ivory,,
2359,j1 bone in legfrozen lamb australia,global livestock services sdn. bhd.,15.10.2019,
2360,j3 bone in fore shankfrozen lamb australia,global livestock services sdn. bhd.,15.10.2019,
2361,j4 bone in hind shankfrozen lamb australia,global livestock services sdn. bhd.,15.10.2019,
2362,jade custard mooncake,new wing cheong foods industries sdn bhd,15.07.2019,
2363,jade dumpling,tsl bestmas manufacturing sdn bhd,31.05.2020,
2364,jade fish roll,seaworld fresh mart sdn bhd,15.06.2019,
2365,jade wangi rice,hock ju edar sdn bhd,,
2366,jalapeno,chrisna jenio sdn bhd,31.07.2019,
9111,jalapeno mustard,365,,
5859,jalebi,jubilant foods (pvt) ltd.,,
5200,jalebi mix,convenience food industries (private) limited,,
7013,jam,b&w food products sdn bhd,,
179,jamaican style beef patties - 6 mini,patty king,,20154 12206
180,jamaican style beef patties - mild,patty king,,20154 11159
178,jamaican style beef patties - spicy,patty king,,20154 12299
177,jamaican style vegetable patty - mild 1 patty,patty king,,20154 11139
5860,jaman kalay,jubilant foods (pvt) ltd.,,
5861,jaman lal,jubilant foods (pvt) ltd.,,
2367,japan butter skin,new wing cheong foods industries sdn bhd,30.09.2019,
2368,japan curry pau,tsl bestmas manufacturing sdn bhd,31.03.2020,
2369,japan inari / tau fu skin,new wing cheong foods industries sdn bhd,30.09.2019,
2370,japanese almond,ann-lee industries (m) sdn bhd,30.09.2019,
2371,japanese cucumber (washed),vege ready sdn bhd,15.08.2019,
2372,japanese curry paste,sauce empire manufacturing sdn bhd,31.08.2020,
2373,japanese golden silver roll,new wing cheong foods industries sdn bhd,15.07.2019,
2374,jasmine tea - gong yi hua cha (blooming scented tea),purple cane enterprise sdn. bhd.,30.11.2019,
2375,jasmine tea - mo lu xiang pian (jasmine tea),purple cane enterprise sdn. bhd.,30.11.2019,
2376,jasmine tea - mo xiang lu cha (jasmine green tea),purple cane enterprise sdn. bhd.,30.11.2019,
2377,jasmine tea - xiu qiu mo li (jasmine roundies),purple cane enterprise sdn. bhd.,30.11.2019,
2378,jasmine tea - yu die mo li (jasmine butterfly),purple cane enterprise sdn. bhd.,30.11.2019,
2379,jasmine tea - yu huan mo li (jasmine ring),purple cane enterprise sdn. bhd.,30.11.2019,
5662,jellies,hilal foods pvt ltd,,
5681,jellies,hilal foods pvt ltd,,
5676,jellies,hilal foods pvt ltd,,
5641,jellies,hilal foods pvt ltd,,
5663,jellies,hilal foods pvt ltd,,
5668,jellies,hilal foods pvt ltd,,
5667,jellies,hilal foods pvt ltd,,
5677,jellies,hilal foods pvt ltd,,
5680,jellies,hilal foods pvt ltd,,
5666,jellies,hilal foods pvt ltd,,
5659,jellies,hilal foods pvt ltd,,
5657,jellies,hilal foods pvt ltd,,
5643,jellies,hilal foods pvt ltd,,
5811,jello mellow,ismail industries limited - candyland,,
5808,jelly abc,ismail industries limited - candyland,,
5812,jelly amrood,ismail industries limited - candyland,,
5221,jelly banana,convenience food industries (private) limited,,
5814,jelly beans,ismail industries limited - candyland,,
5809,jelly bear,ismail industries limited - candyland,,
5228,jelly black currant,convenience food industries (private) limited,,
5813,jelly bottle,ismail industries limited - candyland,,
5227,jelly cherry,convenience food industries (private) limited,,
5807,jelly chili mili,ismail industries limited - candyland,,
5224,jelly lemon,convenience food industries (private) limited,,
5222,jelly mango,convenience food industries (private) limited,,
5223,jelly orange,convenience food industries (private) limited,,
5225,jelly pineapple,convenience food industries (private) limited,,
5820,jelly rabbit,ismail industries limited - candyland,,
5226,jelly raspberry,convenience food industries (private) limited,,
