product_name,product_brand,expire_date,product_code
Kettle Cooked Original Potato Chips,Essential Everyday,,
Classic Potato Chips,Essential Everyday,,
Wavy Potato Chips,Essential Everyday,,
Buttermilk Pancakes,Essential Everyday,,
French Toast Sticks,Essential Everyday,,
Home Style Waffles,Essential Everyday,,
Buttermilk Waffles,Essential Everyday,,
Salted Butter,Darigold,,
Non Fat Milk,Darigold,,
1% Milk,Darigold,,
2% Milk,Darigold,,
Whole Milk,Darigold,,
Hot Dog Buns,Albertson,,
Hamburger Buns,Albertson,,
Wheat Bread,Albertson,,
White Bread,Albertson,,
Classic Potato Chips,The Snack Artist,,
All Butter Pound Cake,Sara Lee,,
Pure Olive Oil,Safeway Select,,
Extra Virgin Olive Oil,Safeway Select,,
Tirali Pasta,Safeway Select,,
Gigli Pasta,Safeway Select,,
Trotta Pasta,Safeway Select,,
Pipe Rigate Pasta,Safeway Select,,
Roasted Garlic Pasta Sauce,Safeway Select,,
Spicy Red Bell Pepper Pasta Sauce,Safeway Select,,
Mushroom & Onion Pasta Sauce,Safeway Select,,
Garlic Basil Pasta Sauce,Safeway Select,,
Maple Syrup,Safeway Select,,
Orange Juice,Safeway Select,,
Hamburger Buns,Safeway Kitchens,,
Giant Hamburger Buns,Safeway Kitchens,,
Wheat Hot Dog Buns,Safeway Kitchens,,
Hickory & Brown Sugar Barbecue Sauce,Safeway Kitchens,,
Honey Barbecue Sauce,Safeway Kitchens,,
Original Barbecue Sauce Fat Free,Safeway Kitchens,,
Coarse Ground Dijon Mustard,Safeway Kitchens,,
Horseradish Mustard,Safeway Kitchens,,
Spicy Brown Mustard,Safeway Kitchens,,
Honey Mustard,Safeway Kitchens,,
Tomato Ketchup,Safeway Kitchens,,
Mashed Potatoes,Safeway Kitchens,,
Real Mayonnaise,Safeway Kitchens,,
Vegetable Oil,Safeway Kitchens,,
Corn Oil,Safeway Kitchens,,
Canola Oil,Safeway Kitchens,,
Peanut Oil,Safeway Kitchens,,
Mashed Potato,Safeway Kitchens,,
Marinara Pasta Sauce,Safeway Kitchens,,
Extra Wide Noodles,Safeway Kitchens,,
Medium Shells,Safeway Kitchens,,
Vermicelli,Safeway Kitchens,,
Linguini,Safeway Kitchens,,
Elbow Macaroni,Safeway Kitchens,,
Shells,Safeway Kitchens,,
Mostaccioli,Safeway Kitchens,,
Rotini,Safeway Kitchens,,
Spaghetti,Safeway Kitchens,,
Thin Spaghetti,Safeway Kitchens,,
Original Instant Oatmeal,Safeway Kitchens,,
Corn Flakes Cereal,Safeway Kitchens,,
Multigrain O's Cereal,Safeway Kitchens,,
Toasted Oat Cereal,Safeway Kitchens,,
Live It Up Cereal,Safeway Kitchens,,
Cranberry Juice Cocktail,Safeway Kitchens,,
Lemon Juice,Safeway Kitchens,,
100% Grapefruit Juice,Safeway Kitchens,,
100% White Grape Juice,Safeway Kitchens,,
100% Grape Juice,Safeway Kitchens,,
100% Juice Apple Cider,Safeway Kitchens,,
100% Apple Juice,Safeway Kitchens,,
Non Dairy Creamer,Safeway Kitchens,,
Chocolate Flavored Syrup,Safeway Kitchens,,
Original Woven Crackers,Safeway Kitchens,,
Unsalted Top Saltine Crackers,Safeway Kitchens,,
Saltine Crackers,Safeway Kitchens,,
Crunchy Peanut Butter,Safeway Kitchens,,
Creamy Peanut Butter,Safeway Kitchens,,
Peach Halves,Safeway Kitchens,,
Pear Halves,Safeway Kitchens,,
Pineapple Tidbits,Safeway Kitchens,,
Mandarin Oranges,Safeway Kitchens,,
Diced Pears,Safeway Kitchens,,
Naturally Sweetened Applesauce,Safeway Kitchens,,
Applesauce,Safeway Kitchens,,
Buttermilk Waffles,Safeway Kitchens,,
Home Style Waffles,Safeway Kitchens,,
100% Pure Orange Juice,Safeway Kitchens,,
Crushed Wheat Bread,Pantry Essential,,
Multigrain Bread,Pantry Essential,,
No High Fructose Corn Syrup White Bread,Pantry Essential,,
100% Whole Wheat Bread,Pantry Essential,,
100% Whole Wheat Wheat Bread,Pantry Essential,,
White Bread,Pantry Essential,,
Vegetable Oil,Pantry Essential,,
Non Dairy Creamer,Pantry Essential,,
Sweet Cream Butter,Pantry Essential,,
Sour Cream,Open Nature,,
Nut Crisp Almond Crunch Bars,Nature Valley,,
Nut Crisp Peanut Crunch Bars,Nature Valley,,
Greek Non Fat Plain Yogurt,Lucerne,,
Sweet Cream Butter,Lucerne,,
Egg Whites,Lucerne,,
Non Fat Milk,Lucerne,,
1% Milk,Lucerne,,
2% Milk,Lucerne,,
Whole Milk,Lucerne,,
Half & Half,Lucerne,,
Cream Cheese,Lucerne,,
Soft Cream Cheese ,Lucerne,,
Whipped Cream Cheese Spread,Lucerne,,
Fresh Mozzarella Cheese,Galbani Precious,,
Low Moisture Part Skim Mozzarella Cheese,Galbani Precious,,
Whole Milk Low Moisture Mozzarella Cheese,Galbani Precious,,
Slow Churned Chocolate Ice Cream,Dryer's,,
Non Fat Milk ,Borden,,
1% Milk,Borden,,
2% Milk,Borden,,
Whole Milk,Borden,,
Mayonnaise,Psst,,
Tomato Ketchup,Psst,,
Organic Plain Low Fat Yogurt,Simple Truth,,
Organic Non Fat Milk,Simple Truth,,
Organic 1% Milk,Simple Truth,,
Organic 2% Milk,Simple Truth,,
Organic Whole Milk,Simple Truth,,
Panko Bread Crumbs,Private Selection,,
Enriched White Bread,Kroger,,
100% Whole Wheat White Bread,Kroger,,
White Hamburger Buns,Kroger,,
White Hot Dog Buns,Kroger,,
Whole Wheat Bread,Kroger,,
Round Top White Bread,Kroger,,
Thick One Minute Oats,Kroger,,
Old Fashioned Oats,Kroger,,
Original Instant Oatmeal,Kroger,,
Original Instant Grits,Kroger,,
Muesli Cereal,Kroger,,
Toasted Flakes With Strawberry Cereal,Kroger,,
Corn Flakes Cereal,Kroger,,
Raisin Bran Cereal,Kroger,,
Crispy Rice Cereal,Kroger,,
Frosted Flakes Cereal,Kroger,,
Peanut Butter Multigrain Toasted Cereal,Kroger,,
Rice Bitz Cereal,Kroger,,
Lasagna,Kroger,,
Shells,Kroger,,
Pasta,Kroger,,
Rigatoni,Kroger,,
Rotini,Kroger,,
Elbow Macaroni,Kroger,,
Spaghetti,Kroger,,
Thin Spaghetti,Kroger,,
Original Coffee Creamer,Kroger,,
Classic Mayonnaise,Kroger,,
Tomato Ketchup,Kroger,,
Yellow Mustard,Kroger,,
Light & Flakey Original Country Crackers,Kroger,,
Baked Original Oyster Crackers,Kroger,,
Wheat Saltines,Kroger,,
Unsalted Top Saltines,Kroger,,
Baked Original Woven Whole Wheat Crackers,Kroger,,
Baked 100% Whole Wheat Crisp Crackers,Kroger,,
Original Multigrain Crisp Crackers,Kroger,,
Baked Original Wheat Crisp Crackers,Kroger,,
Reduced Fat Original Wheat Crisp Crackers,Kroger,,
Roasted Peanut Butter,Kroger,,
Creamy Peanut Butter,Kroger,,
Crunchy Peanut Butter,Kroger,,
Instant Non Fat Dry Milk,Kroger,,
Sweet Condensed Milk,Kroger,,
Pure Vegetable Oil,Kroger,,
Pure Sunflower Oil,Kroger,,
Pure Blended Oil,Kroger,,
Pure Corn Oil,Kroger,,
Pure Canola Oil,Kroger,,
Home Style French Toast,Kroger,,
Buttermilk Pancakes,Kroger,,
Multigrain Waffles,Kroger,,
Home Style Waffles,Kroger,,
Buttermilk Waffles,Kroger,,
Soft Cream Cheese,Kroger,,
Whipped Cream Cheese Spread,Kroger,,
Salted Butter,Kroger,,
Orange Juice,Kroger,,
Half & Half,Kroger,,
Grade A Lactose Free Milk,Kroger,,
Precious Ricotta Cheese Part Skim,Galbani,,
Precious Ricotta Cheese Whole Milk,Galbani,,
Soft Cream Cheese,Challenge,,
Half & Half,Borden,,
Non Fat Milk,Borden,,
1% Milk,Borden,,
2% Milk,Borden,,
Whole Milk,Borden,,
King Bread,Sunbeam,,
Ranch Bread,Sunbeam,,
Texas Toast Bread,Sunbeam,,
Small Sandwich Bread,Sunbeam,,
Small Family Bread,Sunbeam,,
King Thin Bread,Sunbeam,,
Thin Bread,Sunbeam,,
White Bread,Sunbeam,,
White Giant Bread,Sunbeam,,
Enriched Honey Wheat Bread,Nature's Own,,
9 Grain Enriched Bread,Nature's Own,,
White Wheat Bread,Nature's Own,,
100% Whole Wheat Bread,Nature's Own,,
Hot Dog Buns,Mrs. Baird,,
Hamburger Buns,Mrs. Baird,,
Sugar Free Whole Wheat Bread,Mrs. Baird,,
Texas Toast Bread,Mrs. Baird,,
100% Whole Wheat Bread,Mrs. Baird,,
Whole Grain White Bread,Mrs. Baird,,
Extra Thin White Bread,Mrs. Baird,,
Large White Bread,Mrs. Baird,,
Non Fat Milk,Heb,,
1% Milk,Heb,,
2% Milk,Heb,,
Whole Milk,Heb,,
Ketchup,Heb,,
Mayonnaise,Heb,,
Whipped Salad Dressing,Heb,,
Original Flavor Instant Oatmeal,Heb,,
Toasted Oat Cereal,Heb,,
Muesli Cereal,Heb,,
Honey Nut Toasted O?s Cereal,Heb,,
Original Peanut Butter Dots Cereal,Heb,,
Original Raisin Bran Cereal,Heb,,
Orange Juice,Heb,,
White Grape Juice,Heb,,
100% Apple It?s Juice,Heb,,
Lot Of Lime Juice,Heb,,
Lot Of Lemon Juice,Heb,,
Rich & Crispy Crackers,Heb,,
Country French Bread,Heb,,
Split Top White Bread,Heb,,
Split Top Wheat Bread,Heb,,
Made In Texas Crunchy Peanut Butter,Heb,,
Made In Texas Creamy Peanut Butter,Heb,,
Kettle Cooked Original Potato Chips,Heb,,
Baked Original Potato Chips,Heb,,
Home Style Waffles,Heb,,
Multigrain Waffles,Heb,,
Buttermilk Waffles,Heb,,
Non Fat Milk,Heb,,
1% Milk,Heb,,
2% Milk,Heb,,
Whole Milk,Heb,,
Home Squeezed Orange Juice,Heb,,
You?d Think It?s Butter,Heb,,
Salted Butter,Heb,,
Reduced Fat Cream Cheese,Heb,,
Regular Whipped Cream,Heb,,
Regular Cream Cheese,Heb,,
Real Mayonnaise,Dukes,,
100% Liquid Egg Whites,Abbotsford Farm,,
Classic Hamburger Buns,Wonder,,
Classic Hot Dog Buns,Wonder,,
Classic White Bread,Wonder,,
Kettle Cooked Original Potato Chips,Wise,,
Unsalted Potato Chips,Wise,,
Lightly Salted Potato Chips,Wise,,
Salt & Vinegar Potato Chips,Wise,,
Golden Original Potato Chips,Wise,,
Marinara Pasta Sauce,Victoria,,
Tomato Basil Pasta Sauce,Victoria,,
Original Baked Potato Chips,Utz,,
Natural 40% Reduced Fat Kettle Cooked Potato Chips,Utz,,
Kettle Classic Gourmet Cut Potato Chips,Utz,,
Kettle Classic Original Potato Chips,Utz,,
Reduced Fat Ripple Cut Regular Potato Chips,Utz,,
Reduced Fat Regular Potato Chips,Utz,,
Salt & Vinegar Potato Chips,Utz,,
Wavy Original Potato Chips,Utz,,
Ripple Original Potato Chips,Utz,,
Original Potato Chips,Utz,,
Kettle Classic Sweet Potato Chips,Utz,,
Crisp All Natural Potato Chips,Utz,,
No Salt Added Crisp All Natural Potato Chips,Utz,,
Whipped Cream Cheese,Temptee,,
100% Whole White Bread,Stroemann,,
Lasagna,Ronzoni,,
Shells,Ronzoni,,
Rotini,Ronzoni,,
Elbow Macaroni,Ronzoni,,
Spaghetti,Ronzoni,,
Thin Spaghetti,Ronzoni,,
String Cheese 2% Milk Fat,Polly-o,,
Twists Mozzarella & Cheddar Cheese Sticks,Polly-o,,
Twists Mozzarella & Cheddar Cheese,Polly-o,,
String Mozzarella Cheese Made With Reduced Fat Milk,Polly-o,,
String Mozzarella Cheese Made With 2% Milk,Polly-o,,
String Mozzarella Cheese,Polly-o,,
Honey Oat Bread,Nature's Own,,
100% Whole Wheat Bread,Nature's Own,,
100% Whole Grain Bread,Nature's Own,,
Honey Oat Wheat Bread ,Nature's Own,,
Hamburger Buns,Nature's Own,,
Hot Dog Rolls,Nature's Own,,
100% Stone Ground Whole Wheat Bread,Nature's Harvest,,
Honey Wheat Bread,Nature's Harvest,,
Salted Butter,Hotel Bar,,
Original Oat & Flax Instant Oatmeal,Greenway,,
Tomato Basil Pasta Sauce,Greenway,,
Organic Roasted Red Pepper Pasta Sauce,Greenway,,
Organic Non Fat Milk,Greenway,,
Organic 1% Milk,Greenway,,
Organic 2% Milk,Greenway,,
Organic Whole Milk,Greenway,,
Ricotta Cheese Part Skim,Galbani,,
Ricotta Cheese Whole Milk,Galbani,,
Reduced Fat Mozzarella Cheese,Galbani,,
Sorrento Stringster,Galbani,,
Ricotta Cheese Low Fat String Cheese,Galbani,,
1% Milk Fat Cottage Cheese,Friendship,,
All Natural Sour Cream,Friendship,,
Corn Flakes Cereal,Essentially Yours,,
Crunchy Lightly Sweet Rice Cereal,Essentially Yours,,
Crispy Rice & Wheat Flakes With Red Berry Cereal,Essentially Yours,,
Italian Rye Seeded Bread,D'italiano,,
Cottage Cheese,Daisy,,
Sour Cream,Daisy,,
All Natural Sour Cream,Breakstone,,
Salted Butter,Breakstone,,
Whole Grain White Bread,Bimbo,,
Honey Wheat Bread,Bimbo,,
Soft Wheat Bread,Bimbo,,
Soft White Bread,Bimbo,,
Twist Pretzel,Bachman,,
Mini Pretzel,Bachman,,
All Natural Sour Cream,Axelrod,,
Whole Grain 100% Whole Wheat Bread,Arnold,,
Country 100% Whole Wheat Bread,Arnold,,
Country White Bread,Arnold,,
Whole Grain Healthy Multigrain Bread,Arnold,,
Soft Whole Grain White,Arnold,,
Classic White Bread,Arnold,,
Zesty Italian Salad Dressing,America's Choice,,
Mayonnaise,America's Choice,,
Tomato Ketchup,America's Choice,,
Original Bbq Sauce,America's Choice,,
Thick & Spicy Bbq,America's Choice,,
Crunchy Peanut Butter,America's Choice,,
Creamy Peanut Butter,America's Choice,,
Regular Instant Oatmeal,America's Choice,,
Raisin & Spice Instant Oatmeal,America's Choice,,
Crispy Rice Cereal,America's Choice,,
Coffee Creamer,America's Choice,,
100% Grape Juice,America's Choice,,
Prune Juice,America's Choice,,
Lemon Juice,America's Choice,,
100% Natural Style Apple Juice,America's Choice,,
Cinnamon Applesauce,America's Choice,,
Original Applesauce,America's Choice,,
Unsweetened Applesauce,America's Choice,,
Marinara Pasta Sauce,America's Choice,,
Tomato Basil Pasta Sauce,America's Choice,,
Shells,America's Choice,,
Rotini,America's Choice,,
Elbow Macaroni,America's Choice,,
Spaghetti,America's Choice,,
Thin Spaghetti,America's Choice,,
Split Top Wheat Bread,America's Choice,,
Split Top White Bread,America's Choice,,
Large Wheat Bread,America's Choice,,
Large White Bread,America's Choice,,
Hot Dog Buns,America's Choice,,
Hamburger Buns,America's Choice,,
Panko Bread Crumbs,America's Choice,,
Home Style Waffles,America's Choice,,
Buttermilk Waffles,America's Choice,,
Soft Cream Cheese,America's Choice,,
Plain Yogurt,America's Choice,,
Light Sour Cream,America's Choice,,
All Natural Sour Cream,America's Choice,,
Ricotta Cheese Part Skim,America's Choice,,
Ricotta Cheese Whole Milk,America's Choice,,
Salted Butter,America's Choice,,
Margarine 90% Vegetable Oil Spread,America's Choice,,
Unsalted Butter,Woodstock,,
Organic Salted Butter,Woodstock,,
Fat Free Milk,Tuscan,,
1% Milk,Tuscan,,
2% Milk,Tuscan,,
Whole Milk,Tuscan,,
Half & Half,Tuscan,,
"Raisin, Date & Walnut Instant Oatmeal",Stop & Shop,,
Raisin & Spice Instant Oatmeal,Stop & Shop,,
Instant Oatmeal Original Flavor,Stop & Shop,,
Low Fat Granola Bars,Stop & Shop,,
Shredded Wheat Cereal,Stop & Shop,,
Nutty Nuggets Cereal,Stop & Shop,,
Apple O?s Cereal,Stop & Shop,,
Raisin Bran Cereal,Stop & Shop,,
Bran Flakes Cereal,Stop & Shop,,
Corn Flakes Cereal,Stop & Shop,,
Crisp Corn & Rice Cereal,Stop & Shop,,
Be Well Berry Toasted Rice Flakes Cereal,Stop & Shop,,
Be Well Berry Cereal,Stop & Shop,,
Cinnamon Crisp Cereal,Stop & Shop,,
Oat Squares Cereal,Stop & Shop,,
Puffed Wheat Cereal,Stop & Shop,,
Puffed Rice Cereal,Stop & Shop,,
Old Fashioned Molasses Cookies,Stop & Shop,,
Pecan Shortbread Cookies,Stop & Shop,,
Unsalted Top Saltines,Stop & Shop,,
Saltine Crackers,Stop & Shop,,
Fat Free Coffee Creamer,Stop & Shop,,
Coffee Creamer,Stop & Shop,,
100% Lemon Juice,Stop & Shop,,
Cranberry Juice Cocktail,Stop & Shop,,
100% Prune Juice,Stop & Shop,,
Marinara Pasta Sauce,Stop & Shop,,
Tomato Basil Pasta Sauce,Stop & Shop,,
Shells,Stop & Shop,,
Lasagna,Stop & Shop,,
Rotini,Stop & Shop,,
Elbow Macaroni,Stop & Shop,,
Spaghetti,Stop & Shop,,
Thin Spaghetti,Stop & Shop,,
Canola Oil,Stop & Shop,,
Vegetable Oil,Stop & Shop,,
Corn Oil,Stop & Shop,,
Tomato Ketchup,Stop & Shop,,
Real Mayonnaise,Stop & Shop,,
Stone Ground 100% Whole Wheat Bread,Stop & Shop,,
Multigrain Bread,Stop & Shop,,
Split Top White Bread,Stop & Shop,,
Split Top Wheat Bread,Stop & Shop,,
100% Whole Wheat Bread,Stop & Shop,,
Round White Bread,Stop & Shop,,
Hot Dog Rolls,Stop & Shop,,
Hamburger Rolls,Stop & Shop,,
Buttermilk Pancakes,Stop & Shop,,
Pancakes Original,Stop & Shop,,
Multigrain Waffles,Stop & Shop,,
Buttermilk Waffles,Stop & Shop,,
Home Style Waffles,Stop & Shop,,
Half & Half,Stop & Shop,,
Orange Juice From Concentrate,Stop & Shop,,
Greek Non Fat Yogurt Plain,Stop & Shop,,
Light Sour Cream,Stop & Shop,,
All Natural Sour Cream,Stop & Shop,,
Low Moisture Part Skim Mozzarella Cheese,Stop & Shop,,
Whole Milk Mozzarella Cheese,Stop & Shop,,
Non Fat Milk,Stop & Shop,,
1% Milk,Stop & Shop,,
2% Milk,Stop & Shop,,
Whole Milk,Stop & Shop,,
Butter With Canola Oil Spread,Stop & Shop,,
Salted Butter,Stop & Shop,,
Soft Margarine,Stop & Shop,,
Organic Unsalted Butter,Stonyfield,,
Organic Salted Butter,Stonyfield,,
Spreadable Butter With Canola Oil,Smart Balance,,
Buttery Spread With Omega 3,Smart Balance,,
Extra Virgin Olive Oil Buttery Spread,Smart Balance,,
Original Spread,Smart Balance,,
Organic Whipped Buttery Spread,Smart Balance,,
Light Spread,Smart Balance,,
Original Spread With Flax Seed,Smart Balance,,
Butter With Canola Oil With Omega 3,Smart Balance,,
European Salted Butter,Plugra,,
Fat Free Mozzarella Cheese,Polly-o,,
Part Skim Mozzarella Cheese,Polly-o,,
Whole Milk Mozzarella Cheese,Polly-o,,
2% Reduced Fat Milk,Parmalat,,
Fat Free Milk,Parmalat,,
1% Low Fat Milk,Parmalat,,
Unsalted Butter,Organic Valley,,
Salted Butter,Organic Valley,,
Organic Vegetable Juice,Nature's Promise,,
White Round Tortilla Chips,Nature's Promise,,
Classic Potato Chips,Nature's Promise,,
9 Grain Bread,Nature's Promise,,
Oat & Honey Bread,Nature's Promise,,
Multigrain Bread,Nature's Promise,,
Whole Wheat Bread,Nature's Promise,,
Organic Non Fat Milk,Nature's Promise,,
Organic 1% Milk,Nature's Promise,,
Organic 2% Milk,Nature's Promise,,
Organic Whole Milk,Nature's Promise,,
Salted Butter,Nature's Promise,,
Skim Milk (non Refrigerated Milk),Natrel,,
Lactose Free Milk,Natrel,,
Cinnamon Sugar Spread,Land O' Lakes,,
Butter With Canola Oil,Land O' Lakes,,
Light Butter With Canola Oil,Land O' Lakes,,
Margarine,Land O' Lakes,,
Whipped Butter Unsalted,Land O' Lakes,,
Whipped Butter Salted,Land O' Lakes,,
Fresh Buttery Taste Margarine 80% Vegetable Oil,Land O' Lakes,,
Salted Butter,Hotel Bar,,
Saltine Crackers,Guaranteed Value,,
Non Fat Dry Milk,Guaranteed Value,,
Tomato Ketchup,Guaranteed Value,,
Original Chocolate Flavored Syrup Fat Free,Fox's U-bet,,
Original Vegetable Oil Spread,Earth Balance,,
Vegetable Buttery Spread,Earth Balance,,
Salted Butter,Breakstone,,
Panko Plain Bread Crumbs,4c,,
Belgian Style Chocolate Ice Cream,Turkey Hill,,
Chocolate Almond Ice Cream,Turkey Hill,,
Raspberry ? Limited Batch Ice Cream,Turkey Hill,,
Strawberries & Cream Ice Cream,Turkey Hill,,
Dutch Chocolate Ice Cream No Sugar Added,Turkey Hill,,
Deep Dark Chocolate Limited Edition Ice Cream,Turkey Hill,,
Colombian Coffee Ice Cream,Turkey Hill,,
Chocolate Peanut Butter Ice Cream,Turkey Hill,,
Chocolate Ice Cream,Turkey Hill,,
Multigrain Waffles,Shoprite,,
Buttermilk Waffles,Shoprite,,
Home Style Waffles,Shoprite,,
Non Fat Milk,Shoprite,,
1% Milk,Shoprite,,
2% Milk,Shoprite,,
Reduced Fat Milk,Shoprite,,
Whole Milk,Shoprite,,
Reduced Fat Buttermilk,Shoprite,,
Light Cream Cheese,Shoprite,,
Soft Cream Cheese,Shoprite,,
Cream Cheese,Shoprite,,
Sour Cream All Natural,Shoprite,,
Greek Non Fat Yogurt,Shoprite,,
No Salt Added Whole Milk Ricotta Cheese,Shoprite,,
Fat Free Ricotta Cheese,Shoprite,,
Part Skim Mozzarella Cheese,Shoprite,,
Whole Milk Mozzarella Cheese,Shoprite,,
Mozzarella Natural Cheese,Shoprite,,
2 Cheese Pizza Cheese,Shoprite,,
Shredded Taco Blend Cheese,Shoprite,,
Finely Shredded Mexican Blend Cheese,Shoprite,,
Shredded Cheddar Cheese,Shoprite,,
Shredded Mozzarella Whole Milk Cheese,Shoprite,,
Shredded Mozzarella Natural Cheese,Shoprite,,
Whipped Salted Butter,Shoprite,,
Salted Butter,Shoprite,,
Instant Mashed Potatoes,Shoprite,,
Yellow Mustard,Shoprite,,
Tomato Ketchup,Shoprite,,
Real Mayonnaise,Shoprite,,
Tomato Basil Sauce,Shoprite,,
Chunky Garden Pasta Sauce,Shoprite,,
Roasted Garlic Pasta Sauce,Shoprite,,
Marinara Pasta Sauce,Shoprite,,
Lasagna,Shoprite,,
Linguini,Shoprite,,
Shells,Shoprite,,
Rotini,Shoprite,,
Elbow Macaroni,Shoprite,,
Spaghetti,Shoprite,,
Thin Spaghetti,Shoprite,,
Raisin & Spice Instant Oatmeal,Shoprite,,
Instant Oatmeal Original,Shoprite,,
Scrunchy Frosted Flakes Of Corn Cereal,Shoprite,,
Crunchy Cereal Nuggets Natural Wheat & Barley,Shoprite,,
Sweetened Oat Apple Cinnamon Toasted Oats Cereal,Shoprite,,
Crispy Corn Cereal,Shoprite,,
Scrunchy Crisp Rice Cereal,Shoprite,,
Apple Cinnamon Toastee Oats Cereal,Shoprite,,
Apple Floats Cereal,Shoprite,,
Crispy Rice Squares Cereal,Shoprite,,
Bran Flakes Cereal,Shoprite,,
Crispy Corn & Rice Cereal,Shoprite,,
Crispy Corn Squares Cereal,Shoprite,,
Corn Flakes Cereal,Shoprite,,
Cranberry Juice Cocktail,Shoprite,,
White Grape Juice,Shoprite,,
Grape Juice,Shoprite,,
Certified Apple Juice,Shoprite,,
Apple Juice,Shoprite,,
Lemon Juice,Shoprite,,
Fat Free Evaporated Milk,Shoprite,,
Unsalted Top Saltines,Shoprite,,
Saltine Crackers,Shoprite,,
Soup & Chili Oyster Crackers,Shoprite,,
Dutch Windmill Cookies,Shoprite,,
Salt & Vinegar Potato Chips,Shoprite,,
Potato Chips Original,Shoprite,,
Pretzel Rods,Shoprite,,
Stick Pretzels,Shoprite,,
Maple Syrup,Shoprite,,
Chocolate Flavored Syrup,Shoprite,,
Spoon N Stir Non Dairy Creamer,Shoprite,,
Stone Ground Wheat Bread,Shoprite,,
Whole Wheat Bread,Shoprite,,
Round Top White Bread,Shoprite,,
Sandwich White Bread,Shoprite,,
Old Tyme Potato Rolls,Schmidt,,
Old Tyme Potato Bread,Schmidt,,
Old Tyme 100% Whole Wheat Bread,Schmidt,,
Split Top Wheat Bread,Schmidt,,
Apple Juice,Ruby Kist,,
Cole Slaw,Pfeiffer,,
Lemon Juice,Pamper,,
100% Grape Juice,Nature's Own,,
100% Apple Juice,Nature's Own,,
100% Lemon Juice,Natural Lemon,,
Premium Italian Bread,Mairs,,
Classic Sea Salt Potato Chips,Lesser Evil,,
Mochaccino Coffee Drink,Illy Issimo,,
Coffee,Illy Issimo,,
Cappuccino Coffee Drink,Illy Issimo,,
Crispy N Tasty Potato Chips,Herr,,
Part Skim Mozzarella Cheese,Galbani,,
Whole Milk Mozzarella Cheese,Galbani,,
Hearty 12 Grain Bread,Freihofer's,,
Split Top White Bread,Freihofer's,,
Country White Bread,Freihofer's,,
Large White Bread,Freihofer's,,
Split Top Wheat Bread,Freihofer's,,
Regular White Bread,Freihofer's,,
Italian Seeded Bread,Freihofer's,,
Rich & Creamy Classic Chocolate Ice Cream,Friendly's,,
Rich & Creamy Chocolate Almond Chip Ice Cream,Friendly's,,
Cultured Buttermilk,Friendly,,
Apple Juice,Farm Flavor,,
Cranberry Juice Cocktail ,Farm Flavor,,
100% Concord Grape Juice,Farmer's,,
Ice Cream Roll ? Slice? Mmms Traditional,Carvel,,
Premium Whole Milk Mozzarella Cheese,Biazzo,,
Premium Part Skim Mozzarella Cheese,Biazzo,,
Low Fat Plain Yogurt,Axelrod,,
8 Hamburger Buns,Arnold,,
8 Hot Dog Buns,Arnold,,
Potato Hot Dog Buns,Arnold,,
Stone Ground 100% Whole Wheat Bread,Arnold,,
Soft Family Whole Grain White Bread,Arnold,,
Soft Family Honey Wheat Bread,Arnold,,
Soft Family 100% Whole Wheat Bread,Arnold,,
Jewish Rye Seeded Bread,Arnold,,
Jewish Rye Seedless Bread,Arnold,,
Jewish Rye Everything Bread,Arnold,,
Healthful Flax & Sunflower Bread,Arnold,,
Dutch Country 100% Whole Wheat Bread,Arnold,,
Dutch Country Extra Fiber Bread,Arnold,,
Dutch Country Butter Split Top Bread,Arnold,,
Country White Bread,Arnold,,
Country Oatmeal Bread,Arnold,,
Country Sourdough Bread,Arnold,,
Country Honey Whole Wheat Bread,Arnold,,
Whole Grain Oat Nut Bread,Arnold,,
Whole Grain Healthy Multigrain Bread,Arnold,,
Whole Grain Health Nut Bread,Arnold,,
Whole Grain 7 Grain Bread,Arnold,,
Whole Grain Double Protein Bread,Arnold,,
Whole Grain 12 Grain Bread,Arnold,,
Whole Grain Double Fiber Bread,Arnold,,
Whole Grain 100% Whole Wheat Bread,Arnold,,
Orange Sherbet,Alden's,,
Light Cream,Tuscan,,
Mango,Sunny D,,
Orange,Sunny D,,
Raspberry Lemonade,Sunny D,,
Half & Half,Land O' Lakes,,
"Whole Milk, 2%, 1%, Fat Free Milk",Horizon,,
Naked Liquid Egg Whites,Greenway,,
Sour Cream,Friendshp,,
Egg Whites,England Best,,
Buttermilk Waffles,America's Choice,,
Multigrain Waffles,America's Choice,,
Home Style Waffles,America's Choice,,
Coffee Creamer,America's Choice,,
Low Fat Granola Cereal,America's Choice,,
Wheat Puffs Cereal,America's Choice,,
Granola Cereal With Raisin Low Fat,America's Choice,,
Rice Puffs Cereal,America's Choice,,
Krisp Krunch Cereal,America's Choice,,
Corn Flakes Cereal,America's Choice,,
Crisp Rice Cereal,America's Choice,,
Frosted Flakes Cereal,America's Choice,,
Soup & Oyster Crackers,America's Choice,,
Original Saltines,America's Choice,,
Unsalted Tops Saltines,America's Choice,,
Pecan Shortbread Cookies,America's Choice,,
Real Mayonnaise,America's Choice,,
French Fried Onions,America's Choice,,
Rotini,America's Choice,,
Elbow Macaroni,America's Choice,,
Spaghetti,America's Choice,,
Thin Spaghetti,America's Choice,,
Microwave Popcorn,America's Choice,,
Salt Pepper Kettle Cooked Potato Chips,America's Choice,,
Krinkle Potato Chips,America's Choice,,
Pretzels,America's Choice,,
