product_name,product_brand,expire_date,product_code
CLAFOUTI TART LARGE (CHERRY TART) ,YEAST ATELIER SDN BHD ,"
		31.07.2019",
CLAM BAMBOO WITH SHELL - FROZEN,KIAN TATT SEAFOOD SUPPLIER,"
		31.05.2019",
CLAM KEPAH,KIAN TATT SEAFOOD SUPPLIER,"
		31.05.2019",
CLAM LALA KAPAK,KIAN TATT SEAFOOD SUPPLIER,"
		31.05.2019",
CLAM LALA LIVE (REPACK),KIAN TATT SEAFOOD SUPPLIER,"
		31.05.2019",
CLAM SAPAK,KIAN TATT SEAFOOD SUPPLIER,"
		31.05.2019",
CLASSIC (RING DOUGHNUTS),BERJAYA KRISPY KREME DOUGHNUTS SDN BHD,"
		31.08.2019",
CLASSIC 3 IN 1 INSTANT PREMIX WHITE COFFEE,LATTELA SDN BHD,"
		15.10.2019",
CLASSIC BEEF FRANKFURTER,CAREY FOOD SERVICES SDN. BHD.,"
		31.12.2020",
CLASSIC CHICKEN COCKTAIL SAUSAGE,CAREY FOOD SERVICES SDN. BHD.,"
		31.12.2020",
CLASSIC CHICKEN FRANKFURTER,CAREY FOOD SERVICES SDN. BHD.,"
		31.12.2020",
CLASSIC CHOCOLATE STICKS,ANN-LEE INDUSTRIES (M) SDN BHD,"
		30.09.2019",
CLASSIC EGG SANDWICH,VESTO MARKETING SDN BHD (FORMERLY KNOWN AS : VESTRADE MARKETING,"
		30.11.2019",
CLASSIC GINGER DRINK (MINUMAN HALIA KLASIK),SRI NONA FOOD INDUSTRIES SDN. BHD.,"
		",
CLASSIC GINGER DRINK (MINUMAN HALIA KLASIK),SRI NONA FOOD INDUSTRIES SDN. BHD.,"
		15.04.2021",
CLOUDY AGENTS,KIENTAT TRADING SDN. BHD.,"
		15.07.2019",
CLOVE POWDER,WORLD PROMINENCE SDN. BHD.,"
		30.06.2020",
COCKLE MEAT (REPACK),KIAN TATT SEAFOOD SUPPLIER,"
		31.05.2019",
COCOA CHIPS,360HORIZONZ SDN. BHD.,"
		31.10.2019",
COCOA POWDER (SERBUK KOKO),360HORIZONZ SDN. BHD.,"
		31.05.2019",
COCONUT,ANGEL CANDIES SDN BHD,"
		31.10.2019",
COCONUT BUTTER COOKIES,DMG FOOD INDUSTRIES SDN BHD,"
		15.05.2019",
COCONUT CAKE,YEAST ATELIER SDN BHD ,"
		31.07.2019",
COCONUT CHEESE CRISPY,ANN-LEE INDUSTRIES (M) SDN BHD,"
		30.09.2019",
COCONUT COOKIES,HAZEL CAKE HOUSE,"
		31.05.2019",
COCONUT COOKIES,ANN-LEE INDUSTRIES (M) SDN BHD,"
		30.09.2019",
COCONUT COOKIES,360HORIZONZ SDN. BHD.,"
		31.10.2019",
COCONUT CREAM POWDER,360HORIZONZ SDN. BHD.,"
		31.05.2019",
COCONUT EGG JAM (KAYA ORIGINAL),360HORIZONZ SDN. BHD.,"
		31.10.2019",
COCONUT EGG JAM (PANDAN KAYA),360HORIZONZ SDN. BHD.,"
		31.10.2019",
COCONUT EGG YOLK MOONCAKE,NEW WING CHEONG FOODS INDUSTRIES SDN BHD,"
		15.07.2019",
COCONUT FLAVOUR,KIENTAT TRADING SDN. BHD.,"
		15.07.2019",
COCONUT FLAVOUR X01516,KIENTAT TRADING SDN. BHD.,"
		15.07.2019",
COCONUT GLUTINOUS RICE,PAK HAILAM KOPITIAM SDN BHD,"
		",
COCONUT JINGSA,NEW WING CHEONG FOODS INDUSTRIES SDN BHD,"
		30.09.2019",
COCONUT MILK COOKIES,360HORIZONZ SDN. BHD.,"
		31.10.2019",
COCONUT MILK COOKIES - LEAF ORI (KUIH BANGKIT),360HORIZONZ SDN. BHD.,"
		31.10.2019",
COCONUT MILK COOKIES - LEAF PANDAN (KUIH BANGKIT),360HORIZONZ SDN. BHD.,"
		31.10.2019",
COCONUT MILK COOKIES - SQUARE ORI (KUIH BANGKIT),360HORIZONZ SDN. BHD.,"
		31.10.2019",
COCONUT MILK COOKIES - SQUARE PANDAN (KUIH BANGKIT),360HORIZONZ SDN. BHD.,"
		31.10.2019",
COCONUT OIL,360HORIZONZ SDN. BHD.,"
		31.10.2019",
COCONUT TART,HAZEL CAKE HOUSE,"
		31.05.2019",
COCONUT WHITE COFFEE,COFFEE TOWN SDN BHD,"
		30.09.2019",
COCOPANDAN FLAVOUR PUDDING POWDER (SERBUK PUDING PERISA KELAPA PANDAN),SRI NONA FOOD INDUSTRIES SDN. BHD.,"
		28.02.2020",
COFFEE O SACHET,LIAN HOE TEA & COFFEE (M) SDN BHD,"
		15.07.2019",
COFFEE ALMOND,ANN-LEE INDUSTRIES (M) SDN BHD,"
		30.09.2019",
COFFEE FLAVOUR,KIENTAT TRADING SDN. BHD.,"
		15.07.2019",
COFFEE FLAVOUR,360HORIZONZ SDN. BHD.,"
		31.10.2019",
COFFEE JELLY,DELI ARTISAN SDN. BHD.,"
		28.02.2020",
COFFEE LOVE LETTER,ANN-LEE INDUSTRIES (M) SDN BHD,"
		30.09.2019",
COFFEE MIXTURE (HALUS),LIAN HOE TEA & COFFEE (M) SDN BHD,"
		15.07.2019",
COFFEE MIXTURE (KASAR),LIAN HOE TEA & COFFEE (M) SDN BHD,"
		15.07.2019",
COFFEE NUT COOKIES,ANN-LEE INDUSTRIES (M) SDN BHD,"
		30.09.2019",
COFFEE PAU,TSL BESTMAS MANUFACTURING SDN BHD,"
		",
COFFEE PAU,TSL BESTMAS MANUFACTURING SDN BHD,"
		31.03.2021",
COFFEE SAUCE,SAUCE EMPIRE MANUFACTURING SDN BHD,"
		15.02.2020",
COFFEE TINO,PROFOUND PASTRY SDN. BHD.,"
		30.04.2021",
COKLAT HONEY BEE,ANN-LEE INDUSTRIES (M) SDN BHD,"
		30.09.2019",
COLA,ANGEL CANDIES SDN BHD,"
		31.10.2019",
COLA FLAVOUR 20508,KIENTAT TRADING SDN. BHD.,"
		15.07.2019",
COLA LOLLIPOP,KIMI SWEET SDN. BHD.,"
		15.06.2019",
COLOSTRUM POWDER,DEFEEM SDN. BHD.,"
		30.09.2019",
COLOUR BLACK 100 G,ANGEL CANDIES SDN BHD,"
		31.10.2019",
COLOUR BRILIANT BLUE 100 G,ANGEL CANDIES SDN BHD,"
		31.10.2019",
COLOUR BROWN 100 G,ANGEL CANDIES SDN BHD,"
		31.10.2019",
COLOUR CHEESE POWDER,KIENTAT TRADING SDN. BHD.,"
		15.07.2019",
COLOUR CHEESE POWDER,360HORIZONZ SDN. BHD.,"
		15.03.2020",
COLOUR GREEN 100 G,ANGEL CANDIES SDN BHD,"
		31.10.2019",
COLOUR LEMON YELLOW 100 G,ANGEL CANDIES SDN BHD,"
		31.10.2019",
COLOUR ORANGE 100 G,ANGEL CANDIES SDN BHD,"
		31.10.2019",
COLOUR PURPLE 100 G,ANGEL CANDIES SDN BHD,"
		31.10.2019",
COLOUR RED 100 G,ANGEL CANDIES SDN BHD,"
		31.10.2019",
COLOUR ROSE PINK 100 G,ANGEL CANDIES SDN BHD,"
		31.10.2019",
COLOUR TITANIUM WHITE 1 KG,ANGEL CANDIES SDN BHD,"
		31.10.2019",
COOKED EGG FILLING FOR S/W,PAK HAILAM KOPITIAM SDN BHD,"
		",
COOKIES - ALMOND BISCOTTI ,PROFOUND PASTRY SDN. BHD.,"
		15.06.2021",
COOKIES - BIBERLI,PROFOUND PASTRY SDN. BHD.,"
		30.04.2021",
COOKIES - BIENETTA ,PROFOUND PASTRY SDN. BHD.,"
		15.06.2019",
COOKIES - BIENETTA ,PROFOUND PASTRY SDN. BHD.,"
		15.06.2021",
COOKIES - BROWNIE COOKIE,PROFOUND PASTRY SDN. BHD.,"
		15.06.2019",
COOKIES - BROWNIE COOKIE,PROFOUND PASTRY SDN. BHD.,"
		15.06.2021",
COOKIES - BRUNSLI,PROFOUND PASTRY SDN. BHD.,"
		15.06.2019",
COOKIES - BRUNSLI,PROFOUND PASTRY SDN. BHD.,"
		15.06.2021",
COOKIES - BUTTER COOKIES ,PROFOUND PASTRY SDN. BHD.,"
		15.06.2019",
COOKIES - BUTTER COOKIES ,PROFOUND PASTRY SDN. BHD.,"
		15.06.2021",
COOKIES - CHOCOLATE ALMOND,PROFOUND PASTRY SDN. BHD.,"
		15.06.2021",
COOKIES - CHOCOLATE CHIP,CHERRY ALPHA ENTERPRISE,"
		15.10.2019",
COOKIES - CHOCOLATE CHIP WALNUT,PROFOUND PASTRY SDN. BHD.,"
		15.06.2019",
COOKIES - CHOCOLATE CHIP WALNUT,PROFOUND PASTRY SDN. BHD.,"
		15.06.2021",
COOKIES - CINNAMON STAR,PROFOUND PASTRY SDN. BHD.,"
		15.06.2019",
COOKIES - CINNAMON STAR,PROFOUND PASTRY SDN. BHD.,"
		15.06.2021",
COOKIES - COCONUT SHORTBREAD,PROFOUND PASTRY SDN. BHD.,"
		30.04.2021",
COOKIES - COFFEE SABLE,PROFOUND PASTRY SDN. BHD.,"
		30.04.2021",
COOKIES - GINGER,PROFOUND PASTRY SDN. BHD.,"
		15.06.2019",
COOKIES - GINGER,PROFOUND PASTRY SDN. BHD.,"
		15.06.2021",
COOKIES - GRANOLA BAR,PROFOUND PASTRY SDN. BHD.,"
		15.06.2019",
COOKIES - GREEN TEA,CHERRY ALPHA ENTERPRISE,"
		15.10.2019",
COOKIES - GREEN TEA SHORTBREAD,PROFOUND PASTRY SDN. BHD.,"
		30.04.2021",
COOKIES - HUP TOH SOH,PROFOUND PASTRY SDN. BHD.,"
		30.04.2021",
COOKIES - ICE BOX CHOCOLATE,PROFOUND PASTRY SDN. BHD.,"
		15.06.2019",
COOKIES - ICE BOX VANILLA (VANILLA ALMOND),PROFOUND PASTRY SDN. BHD.,"
		15.06.2019",
COOKIES - LECKERLI ,PROFOUND PASTRY SDN. BHD.,"
		15.06.2019",
COOKIES - LECKERLI ,PROFOUND PASTRY SDN. BHD.,"
		15.06.2021",
COOKIES - LEMON NESTUM BAR,PROFOUND PASTRY SDN. BHD.,"
		30.04.2021",
COOKIES - MAILEANDERLI,PROFOUND PASTRY SDN. BHD.,"
		15.06.2019",
COOKIES - MAILEANDERLI,PROFOUND PASTRY SDN. BHD.,"
		15.06.2021",
COOKIES - OATMEAL RAISIN,PROFOUND PASTRY SDN. BHD.,"
		30.04.2021",
COOKIES - ORANGE POPPY SEED SABLE,PROFOUND PASTRY SDN. BHD.,"
		30.04.2021",
COOKIES - PEANUT,PROFOUND PASTRY SDN. BHD.,"
		30.04.2021",
COOKIES - PINEAPPLE TART,PROFOUND PASTRY SDN. BHD.,"
		30.04.2021",
COOKIES - ROCHER BALL,PROFOUND PASTRY SDN. BHD.,"
		15.06.2019",
COOKIES - TRIESTINI,PROFOUND PASTRY SDN. BHD.,"
		15.06.2019",
COOKIES - TRIESTINI,PROFOUND PASTRY SDN. BHD.,"
		15.06.2021",
COOKIES - VANILLA ALMOND,PROFOUND PASTRY SDN. BHD.,"
		15.06.2021",
COOKIES - VANILLA BUTTER,PROFOUND PASTRY SDN. BHD.,"
		15.06.2019",
COOKIES - VANILLA HORN,PROFOUND PASTRY SDN. BHD.,"
		15.06.2019",
COOKIES - VANILLA HORN,PROFOUND PASTRY SDN. BHD.,"
		15.06.2021",
COOKIES - WALNUT,CHERRY ALPHA ENTERPRISE,"
		15.10.2019",
COOKIES - WALNUT BISCOTTI,PROFOUND PASTRY SDN. BHD.,"
		15.06.2021",
CORIANDER POWDER,WORLD PROMINENCE SDN. BHD.,"
		30.06.2020",
CORN BIG (20PCS/PKT) - CUT,VEGE READY SDN BHD,"
		15.08.2019",
CORN CONCENTRATED,360HORIZONZ SDN. BHD.,"
		31.10.2019",
CORN LOVE LETTER,ANN-LEE INDUSTRIES (M) SDN BHD,"
		30.09.2019",
CORN SAUCE,SAUCE EMPIRE MANUFACTURING SDN BHD,"
		28.02.2020",
CORN STARCH (TEPUNG JAGUNG),360HORIZONZ SDN. BHD.,"
		31.05.2019",
CORNED BEEF,PAWA CANNING CORPORATION (M) SDN BHD ,"
		28.02.2021",
CORNED CHICKEN ,PAWA CANNING CORPORATION (M) SDN BHD ,"
		15.04.2021",
CORNED HARUAN,PAWA CANNING CORPORATION (M) SDN BHD ,"
		15.04.2021",
CORNED KAMBING ,PAWA CANNING CORPORATION (M) SDN BHD ,"
		15.04.2021",
CORNFLAKES RAISINS,ANN-LEE INDUSTRIES (M) SDN BHD,"
		30.09.2019",
COSTA - BANANA PIE,PROFOUND PASTRY SDN. BHD.,"
		30.04.2021",
COSTA - BROWNIE BITES,PROFOUND PASTRY SDN. BHD.,"
		30.04.2021",
COSTA - CARAMEL CRISP,PROFOUND PASTRY SDN. BHD.,"
		30.04.2021",
COSTA - CARAMEL SHORTBREAD,PROFOUND PASTRY SDN. BHD.,"
		30.04.2021",
COSTA - CARROT CAKE,PROFOUND PASTRY SDN. BHD.,"
		30.04.2021",
COSTA - CHOCOLATE BROWNIE,PROFOUND PASTRY SDN. BHD.,"
		30.04.2021",
COSTA - CHOCOLATE CHIP & PEANUT GRANOLA BAR,PROFOUND PASTRY SDN. BHD.,"
		30.04.2021",
COSTA - CHOCOLATE CONFETTI CAKE,PROFOUND PASTRY SDN. BHD.,"
		30.04.2021",
COSTA - CHOCOLATE ROCHER CAKE,PROFOUND PASTRY SDN. BHD.,"
		30.04.2021",
COSTA - CHOCOLATE TRUFFLE CUBE,PROFOUND PASTRY SDN. BHD.,"
		30.04.2021",
"COSTA - COCONUT,ALMOND AND CRANBERRY GRANOLA BAR",PROFOUND PASTRY SDN. BHD.,"
		30.04.2021",
COSTA - DARK CHOCOLATE ROCKY ROAD,PROFOUND PASTRY SDN. BHD.,"
		30.04.2021",
COSTA - ESPRESSO & HAZELNUT BISCOTTI,PROFOUND PASTRY SDN. BHD.,"
		30.04.2021",
COSTA - LEMON MUFFIN,PROFOUND PASTRY SDN. BHD.,"
		30.04.2021",
COSTA - LONDON CHEESE CAKE,PROFOUND PASTRY SDN. BHD.,"
		30.04.2021",
COSTA - MANGO SAGO PANNA COTTA,PROFOUND PASTRY SDN. BHD.,"
		30.04.2021",
COSTA - MILK CHOCOLATE ROCKY ROAD,PROFOUND PASTRY SDN. BHD.,"
		30.04.2021",
COSTA - MIXED BERRY CHEESECAKE,PROFOUND PASTRY SDN. BHD.,"
		30.04.2021",
COSTA - MIXED NUTS & DRIED FRUITS,PROFOUND PASTRY SDN. BHD.,"
		30.04.2021",
COSTA - RASPBERRY & ALMOND SLICE,PROFOUND PASTRY SDN. BHD.,"
		30.04.2021",
COSTA - TIFFIN,PROFOUND PASTRY SDN. BHD.,"
		30.04.2021",
COSTA - TIRAMISU IN CUP,PROFOUND PASTRY SDN. BHD.,"
		30.04.2021",
COSTA - WHITE CHOCOLATE ROCKY ROAD,PROFOUND PASTRY SDN. BHD.,"
		30.04.2021",
COTTON PLUFF SWEET CAKE,NEW WING CHEONG FOODS INDUSTRIES SDN BHD,"
		30.09.2019",
CRAB BALL / BEBOLA KETAM,SEAWORLD FRESH MART SDN BHD,"
		15.06.2019",
CRAB CLAW,SEAWORLD FRESH MART SDN BHD,"
		15.06.2019",
CRAB DUMPLING,TSL BESTMAS MANUFACTURING SDN BHD,"
		31.05.2020",
CRAB FLOWER - CLEAN,KIAN TATT SEAFOOD SUPPLIER,"
		31.05.2019",
CRAB FLOWER - CLEAN & CUT,KIAN TATT SEAFOOD SUPPLIER,"
		31.05.2019",
CRAB MEAT - PASTEURISED PACKET,KIAN TATT SEAFOOD SUPPLIER,"
		31.05.2019",
CRAB MEAT BALL,SEAWORLD FRESH MART SDN BHD,"
		15.06.2019",
CRAB MEAT BALL ,NEW WING CHEONG FOODS INDUSTRIES SDN BHD,"
		30.09.2019",
CRAB MEAT DUMPLING,TSL BESTMAS MANUFACTURING SDN BHD,"
		31.05.2020",
CRAB MEAT ROLL,SEAWORLD FRESH MART SDN BHD,"
		15.06.2019",
CRAB NUGGET,SEAWORLD FRESH MART SDN BHD,"
		15.06.2019",
CRAB ROE,KIAN TATT SEAFOOD SUPPLIER,"
		31.05.2019",
CRAB ROE DUMPLING,NEW WING CHEONG FOODS INDUSTRIES SDN BHD,"
		30.09.2019",
CRAB ROE FISH STICK ROLL,NEW WING CHEONG FOODS INDUSTRIES SDN BHD,"
		30.09.2019",
CRAB SEASONING POWDER,KIENTAT TRADING SDN. BHD.,"
		15.07.2019",
CRAB SOFT SHELL LESS H20,KIAN TATT SEAFOOD SUPPLIER,"
		31.05.2019",
CRAB STICK DUMPLING,NEW WING CHEONG FOODS INDUSTRIES SDN BHD,"
		30.09.2019",
CRAB STICK EGG ROLL,NEW WING CHEONG FOODS INDUSTRIES SDN BHD,"
		30.09.2019",
CRAB STICK FRIED FLOUR BALL / CRAB STICK SANG KAN BALL ,NEW WING CHEONG FOODS INDUSTRIES SDN BHD,"
		30.09.2019",
CRAB STICK ROLL,TSL BESTMAS MANUFACTURING SDN BHD,"
		31.05.2020",
CRAB STICK SEAWEED ROLL,SEAWORLD FRESH MART SDN BHD,"
		15.06.2019",
CRAB STICK SEAWEED ROLL,NEW WING CHEONG FOODS INDUSTRIES SDN BHD,"
		30.09.2019",
CRABBY SEAFOOD SANDWICH,VESTO MARKETING SDN BHD (FORMERLY KNOWN AS : VESTRADE MARKETING,"
		30.11.2019",
CRABSTICK FLOSS,TSL BESTMAS MANUFACTURING SDN BHD,"
		31.05.2020",
CREAM CARAMEL-WAREHOUSE,TARBUSH CATERING & FOOD INDUSTRY SDN. BHD.,"
		",
CREAM CAREMAL,AINONS CAKES & PASTRIES,"
		15.02.2020",
CREAM CHEESE SAUCE,BORDEAUX BAKERY & SWEET (M) SDN BHD,"
		15.10.2020",
CREAM CORN FLAVOUR SAF-4140 NA,KIENTAT TRADING SDN. BHD.,"
		15.07.2019",
CREAM CORN FLAVOUR SAF-5521,KIENTAT TRADING SDN. BHD.,"
		15.07.2019",
CREAM HORN,HAZEL CAKE HOUSE,"
		31.05.2019",
CREAM OF MUSHROOM/SUP CENDAWAN,WORLD PROMINENCE SDN. BHD.,"
		",
CREAM PUFF,HAZEL CAKE HOUSE,"
		31.05.2019",
CREAM PUFF,AINONS CAKES & PASTRIES,"
		15.02.2020",
CREAM PUFF,BORDEAUX BAKERY & SWEET (M) SDN BHD,"
		15.10.2020",
CREAM SODA,KIENTAT TRADING SDN. BHD.,"
		15.07.2019",
CREAM SODA (M),KIENTAT TRADING SDN. BHD.,"
		15.07.2019",
CREAMY COCONUT SAUCE (SAUTEE),WORLD PROMINENCE SDN. BHD.,"
		",
CREAMY COCONUT SAUCE (UN SAUTEE),WORLD PROMINENCE SDN. BHD.,"
		",
CREAMY ONION DIP,CHRISNA JENIO SDN BHD,"
		31.07.2019",
CREME BRULEE (BAKED CUSTARD),YEAST ATELIER SDN BHD ,"
		31.07.2019",
CREPE (DRY),BORDEAUX BAKERY & SWEET (M) SDN BHD,"
		15.10.2020",
CREPE (LIQUID),BORDEAUX BAKERY & SWEET (M) SDN BHD,"
		15.10.2020",
CREPES SUZET,HAZEL CAKE HOUSE,"
		31.05.2019",
CRESCENT DUMPLING,TSL BESTMAS MANUFACTURING SDN BHD,"
		31.05.2020",
CRISPY BEANCURD ROLL,TSL BESTMAS MANUFACTURING SDN BHD,"
		31.05.2020",
CRISPY BEE NEST,ANN-LEE INDUSTRIES (M) SDN BHD,"
		30.09.2019",
CRISPY CHICKEN CHOP,PAK HAILAM KOPITIAM SDN BHD,"
		",
CRISPY FISH CHIP,SEAWORLD FRESH MART SDN BHD,"
		15.06.2019",
CRISPY NUTTY BALL,LULU NYONYA GOODIES SDN BHD,"
		15.12.2019",
CRISPY WANTON,LULU NYONYA GOODIES SDN BHD,"
		30.11.2019",
CROISSANT,HAZEL CAKE HOUSE,"
		31.05.2019",
CROISSANT,YEAST ATELIER SDN BHD ,"
		31.07.2019",
CRYSTAL BISCUIT,NEW WING CHEONG FOODS INDUSTRIES SDN BHD,"
		30.09.2019",
CRYSTAL BUN,NEW WING CHEONG FOODS INDUSTRIES SDN BHD,"
		30.09.2019",
CRYSTAL CHIVE DUMPLING,TSL BESTMAS MANUFACTURING SDN BHD,"
		31.05.2020",
CRYSTAL CRAB CLAW,NEW WING CHEONG FOODS INDUSTRIES SDN BHD,"
		30.09.2019",
CRYSTAL DUMPLING,NEW WING CHEONG FOODS INDUSTRIES SDN BHD,"
		30.09.2019",
CRYSTAL DUMPLING,TSL BESTMAS MANUFACTURING SDN BHD,"
		31.05.2020",
CRYSTAL KATAIFI NYONYA SPICE ROLL,NEW WING CHEONG FOODS INDUSTRIES SDN BHD,"
		30.09.2019",
CRYSTAL KUCHAI DUMPLING / CRYSTAL KOW CHOY DUMPLING,NEW WING CHEONG FOODS INDUSTRIES SDN BHD,"
		30.09.2019",
CRYSTAL PRAWN DUMPLING / CRYSTAL HAR KAW ,NEW WING CHEONG FOODS INDUSTRIES SDN BHD,"
		30.09.2019",
CRYSTAL ROLL,NEW WING CHEONG FOODS INDUSTRIES SDN BHD,"
		30.09.2019",
CRYSTAL SAGO,LULU NYONYA GOODIES SDN BHD,"
		15.12.2019",
CS RAINBOW TART,ANN-LEE INDUSTRIES (M) SDN BHD,"
		30.09.2019",
CUCUMBER (LOCAL) - 3MM SLICE,VEGE READY SDN BHD,"
		15.08.2019",
CUCUMBER (LOCAL) - 5MM JULIENNE,VEGE READY SDN BHD,"
		15.08.2019",
CUCUMBER (LOCAL) - TWIST,VEGE READY SDN BHD,"
		15.08.2019",
CUCUMBER FRIED WITH GARLIC,SUPREME DISCOVERY(M) SDN BHD,"
		15.01.2020",
CUCUR BADAK,RAHMAT VENTURE SDN BHD,"
		15.07.2019",
CUCUR BADAK,LULU NYONYA GOODIES SDN BHD,"
		15.12.2019",
CUCUR UDANG,RAHMAT VENTURE SDN BHD,"
		15.07.2019",
CUKA BUATAN,CHUAN YEE (M) SDN BHD,"
		31.08.2019",
CUMBERLAND PASTA,SAUCE EMPIRE MANUFACTURING SDN BHD,"
		15.02.2020",
CUMIN POWDER,WORLD PROMINENCE SDN. BHD.,"
		30.06.2020",
CUPCAKES - CHOCOLATE MARSHMALLOW,PROFOUND PASTRY SDN. BHD.,"
		30.04.2021",
CUPCAKES - ESPRESSO SPICE,PROFOUND PASTRY SDN. BHD.,"
		30.04.2021",
CUPCAKES - LEMON GINGER,PROFOUND PASTRY SDN. BHD.,"
		30.04.2021",
CUPCAKES - RED VELVET,PROFOUND PASTRY SDN. BHD.,"
		30.04.2021",
CUPPACINO CREAM CHEESE CAKE,HAZEL CAKE HOUSE,"
		31.05.2019",
CURRY BEEF FILLING,PAK HAILAM KOPITIAM SDN BHD,"
		",
CURRY CHICKEN BUN,NEW WING CHEONG FOODS INDUSTRIES SDN BHD,"
		30.09.2019",
CURRY CHICKEN COOKED 5 IN 1,PAK HAILAM KOPITIAM SDN BHD,"
		",
CURRY CHICKEN COOKED FROZEN,PAK HAILAM KOPITIAM SDN BHD,"
		",
CURRY CHICKEN FILLING,PAK HAILAM KOPITIAM SDN BHD,"
		",
CURRY CHICKEN FILLING FROZEN,PAK HAILAM KOPITIAM SDN BHD,"
		",
CURRY CHICKEN FILLING PASTE,PAK HAILAM KOPITIAM SDN BHD,"
		",
CURRY CHICKEN GRAVY,PAK HAILAM KOPITIAM SDN BHD,"
		",
CURRY CHICKEN PASTE,SAUCE EMPIRE MANUFACTURING SDN BHD,"
		28.02.2020",
CURRY CHICKEN PASTE,BYGRACE TRADING SDN BHD,"
		15.02.2021",
CURRY CHICKEN PAU (VEGETARIAN),TSL BESTMAS MANUFACTURING SDN BHD,"
		31.03.2020",
CURRY CHICKEN SANDWICH,VESTO MARKETING SDN BHD (FORMERLY KNOWN AS : VESTRADE MARKETING,"
		30.11.2019",
CURRY CHICKEN TOAST,PAK HAILAM KOPITIAM SDN BHD,"
		",
CURRY CORN,SAUCE EMPIRE MANUFACTURING SDN BHD,"
		31.10.2019",
CURRY FISH HEAD PASTE,SAUCE EMPIRE MANUFACTURING SDN BHD,"
		28.02.2020",
CURRY GRAVY,PAK HAILAM KOPITIAM SDN BHD,"
		",
CURRY IKAN PASTE,SAUCE EMPIRE MANUFACTURING SDN BHD,"
		28.02.2020",
CURRY LAKSA,PAK HAILAM KOPITIAM SDN BHD,"
		",
CURRY LAKSA NOODLES,BEWEMI ENTERPRISE,"
		31.10.2019",
CURRY LAKSA PASTE,PAK HAILAM KOPITIAM SDN BHD,"
		",
CURRY LAKSA PASTE,SAUCE EMPIRE MANUFACTURING SDN BHD,"
		31.10.2019",
CURRY LAKSA PASTE,BYGRACE TRADING SDN BHD,"
		15.02.2021",
CURRY MONEY BAG,NEW WING CHEONG FOODS INDUSTRIES SDN BHD,"
		30.09.2019",
CURRY PASTE,PAK HAILAM KOPITIAM SDN BHD,"
		",
CURRY PASTE,SAUCE EMPIRE MANUFACTURING SDN BHD,"
		31.10.2019",
CURRY PUFF,SUPREME DISCOVERY(M) SDN BHD,"
		15.01.2020",
CURRY PUFF CHICKEN FILLING,AINONS CAKES & PASTRIES,"
		15.02.2020",
CURRY PUFF KENTANG,LULU NYONYA GOODIES SDN BHD,"
		30.11.2019",
CURRY PUFF PASTRY,AINONS CAKES & PASTRIES,"
		15.02.2020",
CURRY SAMBAL,SAUCE EMPIRE MANUFACTURING SDN BHD,"
		28.02.2020",
CURRY SAMBAL COOKED ,PAK HAILAM KOPITIAM SDN BHD,"
		",
CURRY SAMBAL COOKED SEMI,PAK HAILAM KOPITIAM SDN BHD,"
		",
CURRY SAUCE,WORLD PROMINENCE SDN. BHD.,"
		",
CURRY SEASONING ,WORLD PROMINENCE SDN. BHD.,"
		",
CURRY SUPREME PASTA,SAUCE EMPIRE MANUFACTURING SDN BHD,"
		15.02.2020",
CURRY TUNA FILLING PASTE,PAK HAILAM KOPITIAM SDN BHD,"
		",
CURRY TUNA FILLING WITH ONION,PAK HAILAM KOPITIAM SDN BHD,"
		",
CUSTARD,AINONS CAKES & PASTRIES,"
		15.02.2020",
CUSTARD BUN,HAZEL CAKE HOUSE,"
		31.05.2019",
CUSTARD DANISH ,HAZEL CAKE HOUSE,"
		31.05.2019",
CUSTARD FILLING,PAK HAILAM KOPITIAM SDN BHD,"
		",
CUSTARD FILLING,NEW WING CHEONG FOODS INDUSTRIES SDN BHD,"
		30.09.2019",
CUSTARD PAU,TSL BESTMAS MANUFACTURING SDN BHD,"
		",
CUSTARD PAU,TSL BESTMAS MANUFACTURING SDN BHD,"
		31.03.2021",
CUSTARD PAU FILLING,PAK HAILAM KOPITIAM SDN BHD,"
		",
CUSTARD POWDER,SRI NONA FOOD INDUSTRIES SDN. BHD.,"
		",
CUSTARD POWDER,KIENTAT TRADING SDN. BHD.,"
		15.07.2019",
CUSTARD POWDER,EEZDEE INTRADE SDN BHD,"
		31.12.2019",
CUSTARD POWDER,SRI NONA FOOD INDUSTRIES SDN. BHD.,"
		15.04.2021",
CUSTARD POWDER (TEPUNG KASTARD),360HORIZONZ SDN. BHD.,"
		31.05.2019",
CUSTARD POWDER WHITE,KIENTAT TRADING SDN. BHD.,"
		15.07.2019",
CUT CUCUMBER CARROT MIX ,VEGE READY SDN BHD,"
		15.08.2019",
CUTIE FACE,ANGEL CANDIES SDN BHD,"
		31.10.2019",
CUTTLE FISH SEASONING POWDER,KIENTAT TRADING SDN. BHD.,"
		15.07.2019",
CUTTLEFISH BALL / BEBOLA SOTONG,SEAWORLD FRESH MART SDN BHD,"
		15.06.2019",
CUTTLEFISH BROWN FROZEN,PAK HAILAM KOPITIAM SDN BHD,"
		",
CUTTLEFISH KANG KUNG SAUCE FROZEN,PAK HAILAM KOPITIAM SDN BHD,"
		",
CUTTLEFISH KANKUNG SAUCE,PAK HAILAM KOPITIAM SDN BHD,"
		",
